Unnamed: 0,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
丸亀パブリックゴルフコース,Aコース,コーライ,ゴールド,2017.09.14,Bコース,コーライ,ゴールド,2017.09.14,66,4475,66.0,113
丸亀パブリックゴルフコース,Aコース,コーライ,レッド,2017.09.14,Bコース,コーライ,レッド,2017.09.14,66,4006,63.4,108
満濃ヒルズカントリークラブ,アウト,ベント,ブルー,2013.06.25,イン,ベント,ブルー,2013.06.25,72,6447,77.3,136
満濃ヒルズカントリークラブ,アウト,ベント,ホワイト,2013.06.25,イン,ベント,ホワイト,2013.06.25,72,6041,74.9,132
満濃ヒルズカントリークラブ,アウト,ベント,ゴールド,2013.06.25,イン,ベント,ゴールド,2013.06.25,72,5425,71.3,126
満濃ヒルズカントリークラブ,アウト,ベント,レッド,2013.06.25,イン,ベント,レッド,2013.06.25,72,4999,68.9,122
屋島カントリークラブ,アウト,ベント,バック,2020.03.17,イン,ベント,バック,2020.03.17,72,6636,77.8,141
屋島カントリークラブ,アウト,ベント,コンペ,2020.03.17,イン,ベント,コンペ,2020.03.17,72,6410,76.8,138
屋島カントリークラブ,アウト,ベント,レギュラー,2020.03.17,イン,ベント,レギュラー,2020.03.17,72,6068,74.8,133
屋島カントリークラブ,アウト,ベント,フロント,2020.03.17,イン,ベント,フロント,2020.03.17,72,5622,72.7,127
屋島カントリークラブ,アウト,ベント,レディース,2020.03.17,イン,ベント,レディース,2020.03.17,72,5148,69.9,123
ロイヤル高松カントリークラブ,アウト,ベント,バック,2020.07.11,イン,ベント,バック,2020.07.11,72,6690,78.4,137
ロイヤル高松カントリークラブ,アウト,ベント,レギュラー,2020.07.11,イン,ベント,レギュラー,2020.07.11,72,6333,76.4,133
ロイヤル高松カントリークラブ,アウト,ベント,フロント,2020.07.11,イン,ベント,フロント,2020.07.11,72,5591,72.3,125
ロイヤル高松カントリークラブ,アウト,ベント,レディース1,2020.07.11,イン,ベント,レディース1,2020.07.11,72,5118,69.8,120
ロイヤル高松カントリークラブ,アウト,ベント,ピンク,2020.07.11,イン,ベント,ピンク,2020.07.11,72,4695,67.3,116
ロイヤル高松カントリークラブ,アウト,コーライ,バック,2020.07.11,イン,コーライ,バック,2020.07.11,72,6361,77.0,138
ロイヤル高松カントリークラブ,アウト,コーライ,レギュラー,2020.07.11,イン,コーライ,レギュラー,2020.07.11,72,6001,74.8,133
ロイヤル高松カントリークラブ,アウト,コーライ,フロント,2020.07.11,イン,コーライ,フロント,2020.07.11,72,5260,70.7,125
ロイヤル高松カントリークラブ,アウト,コーライ,レディース1,2020.07.11,イン,コーライ,レディース1,2020.07.11,72,4833,68.4,118
ロイヤル高松カントリークラブ,アウト,コーライ,ピンク,2020.07.11,イン,コーライ,ピンク,2020.07.11,72,4408,66.1,113
ロイヤル高松カントリークラブ,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
今治カントリー倶楽部,アウト,ベント,バック,2019.08.09,イン,ベント,バック,2019.08.09,72,6443,77.4,134
今治カントリー倶楽部,アウト,ベント,レギュラー,2019.08.09,イン,ベント,レギュラー,2019.08.09,72,6204,76.2,132
今治カントリー倶楽部,アウト,ベント,フロント,2019.08.09,イン,ベント,フロント,2019.08.09,72,5852,74.3,129
今治カントリー倶楽部,アウト,ベント,ゴールド,2019.08.09,イン,ベント,ゴールド,2019.08.09,72,5093,69.7,118
今治カントリー倶楽部,アウト,ベント,レディース,2019.08.09,イン,ベント,レディース,2019.08.09,72,4644,67.9,113
今治カントリー倶楽部,アウト,ベント,ピンク,2019.08.09,イン,ベント,ピンク,2019.08.09,72,4593,67.6,113
宇和島カントリー倶楽部,アウト,ベント,バック,2007.06.27,イン,ベント,バック,2007.06.27,72,6840,77.8,141
宇和島カントリー倶楽部,アウト,ベント,レギュラー,2007.06.27,イン,ベント,レギュラー,2007.06.27,72,6398,75.5,135
宇和島カントリー倶楽部,アウト,ベント,フロント,2007.06.27,イン,ベント,フロント,2007.06.27,72,6314,75.1,134
宇和島カントリー倶楽部,アウト,ベント,ゴールド,2007.06.27,イン,ベント,ゴールド,2007.06.27,72,5617,71.4,124
宇和島カントリー倶楽部,アウト,ベント,レディース,2007.06.27,イン,ベント,レディース,2007.06.27,72,5324,70.0,120
愛媛ゴルフ倶楽部,キング,ベント,黒,2015.03.27,プリンス,ベント,黒,2015.03.27,72,7060,81.2,148
愛媛ゴルフ倶楽部,キング,ベント,月例1,2015.03.27,プリンス,ベント,月例1,2015.03.27,72,6680,79.4,144
愛媛ゴルフ倶楽部,キング,ベント,青,2015.03.27,プリンス,ベント,青,2015.03.27,72,6600,78.8,143
愛媛ゴルフ倶楽部,キング,ベント,白,2015.03.27,プリンス,ベント,白,2015.03.27,72,6080,75.8,137
愛媛ゴルフ倶楽部,キング,ベント,月例2,2015.03.27,プリンス,ベント,月例2,2015.03.27,72,5950,75.6,137
愛媛ゴルフ倶楽部,キング,ベント,金,2015.03.27,プリンス,ベント,金,2015.03.27,72,5875,74.4,135
愛媛ゴルフ倶楽部,キング,ベント,赤,2015.03.27,プリンス,ベント,赤,2015.03.27,72,5300,71.3,127
愛媛ゴルフ倶楽部,キング,ベント,桃,2015.03.27,プリンス,ベント,桃,2015.03.27,72,4850,68.6,122
愛媛ゴルフ倶楽部,プリンス,ベント,黒,2015.03.27,クイーン,ベント,黒,2015.03.27,72,7060,81.5,148
愛媛ゴルフ倶楽部,プリンス,ベント,月例1,2015.03.27,クイーン,ベント,月例1,2015.03.27,72,6680,79.6,144
愛媛ゴルフ倶楽部,プリンス,ベント,青,2015.03.27,クイーン,ベント,青,2015.03.27,72,6600,79.1,143
愛媛ゴルフ倶楽部,プリンス,ベント,白,2015.03.27,クイーン,ベント,白,2015.03.27,72,6040,75.5,137
愛媛ゴルフ倶楽部,プリンス,ベント,月例2,2015.03.27,クイーン,ベント,月例2,2015.03.27,72,5930,75.2,137
愛媛ゴルフ倶楽部,プリンス,ベント,金,2015.03.27,クイーン,ベント,金,2015.03.27,72,5905,74.7,137
愛媛ゴルフ倶楽部,プリンス,ベント,赤,2015.03.27,クイーン,ベント,赤,2015.03.27,72,5300,71.4,127
愛媛ゴルフ倶楽部,プリンス,ベント,桃,2015.03.27,クイーン,ベント,桃,2015.03.27,72,4620,67.3,121
愛媛ゴルフ倶楽部,クイーン,ベント,黒,2015.03.27,キング,ベント,黒,2015.03.27,72,7060,81.3,148
愛媛ゴルフ倶楽部,クイーン,ベント,月例1,2015.03.27,キング,ベント,月例1,2015.03.27,72,6680,79.4,144
愛媛ゴルフ倶楽部,クイーン,ベント,青,2015.03.27,キング,ベント,青,2015.03.27,72,6600,78.9,143
愛媛ゴルフ倶楽部,クイーン,ベント,白,2015.03.27,キング,ベント,白,2015.03.27,72,6040,75.5,137
愛媛ゴルフ倶楽部,クイーン,ベント,月例2,2015.03.27,キング,ベント,月例2,2015.03.27,72,5950,75.2,137
愛媛ゴルフ倶楽部,クイーン,ベント,金,2015.03.27,キング,ベント,金,2015.03.27,72,5920,74.7,136
愛媛ゴルフ倶楽部,クイーン,ベント,赤,2015.03.27,キング,ベント,赤,2015.03.27,72,5300,71.1,128
愛媛ゴルフ倶楽部,クイーン,ベント,桃,2015.03.27,キング,ベント,桃,2015.03.27,72,4630,67.1,121
エリエールゴルフクラブ松山,アウト,ベント,フルバック,2015.04.17,イン,ベント,フルバック,2015.04.17,72,6685,78.8,141
エリエールゴルフクラブ松山,アウト,ベント,バック,2015.04.17,イン,ベント,バック,2015.04.17,72,6665,78.7,141
エリエールゴルフクラブ松山,アウト,ベント,レギュラー,2015.04.17,イン,ベント,レギュラー,2015.04.17,72,6336,76.9,137
エリエールゴルフクラブ松山,アウト,ベント,フロント,2015.04.17,イン,ベント,フロント,2015.04.17,72,6062,75.1,135
エリエールゴルフクラブ松山,アウト,ベント,ゴールド,2015.04.17,イン,ベント,ゴールド,2015.04.17,72,5822,73.8,132
エリエールゴルフクラブ松山,アウト,ベント,レディース,2015.04.17,イン,ベント,レディース,2015.04.17,72,5114,69.9,124
エリエールゴルフクラブ松山,アウト,ベント,ピンク,2015.04.17,イン,ベント,ピンク,2015.04.17,72,4746,67.6,121
大洲ゴルフ倶楽部,アウト,コーライ,バック,2020.07.31,イン,コーライ,バック,2020.07.31,72,6219,77.1,137
大洲ゴルフ倶楽部,アウト,コーライ,レギュラー,2020.07.31,イン,コーライ,レギュラー,2020.07.31,72,6110,76.5,136
大洲ゴルフ倶楽部,アウト,コーライ,フロント,2020.07.31,イン,コーライ,フロント,2020.07.31,72,5827,75.5,134
大洲ゴルフ倶楽部,アウト,コーライ,ゴールド,2020.07.31,イン,コーライ,ゴールド,2020.07.31,72,5126,71.3,125
大洲ゴルフ倶楽部,アウト,コーライ,レディース,2020.07.31,イン,コーライ,レディース,2020.07.31,72,4564,68.3,117
久万カントリークラブ,アウト,ベント,バック,2020.06.27,イン,ベント,バック,2020.06.27,71,6106,76.5,137
久万カントリークラブ,アウト,ベント,レギュラー,2020.06.27,イン,ベント,レギュラー,2020.06.27,71,5692,74.1,131
久万カントリークラブ,アウト,ベント,レディース,2020.06.27,イン,ベント,レディース,2020.06.27,71,5252,71.5,127
久万カントリークラブ,アウト,ベント,ゴールド,2020.06.27,イン,ベント,ゴールド,2020.06.27,71,5104,70.8,125
久万カントリークラブ,アウト,ベント,ピンク,2020.06.27,イン,ベント,ピンク,2020.06.27,71,4622,68.0,119
高原ゴルフ倶楽部,アウト,ベント,バック,2015.04.28,イン,ベント,バック,2015.04.28,72,6583,76.8,140
高原ゴルフ倶楽部,アウト,ベント,レギュラー,2015.04.28,イン,ベント,レギュラー,2015.04.28,72,6311,75.2,136
高原ゴルフ倶楽部,アウト,ベント,フロント,2015.04.28,イン,ベント,フロント,2015.04.28,72,6016,73.9,131
高原ゴルフ倶楽部,アウト,ベント,ゴールド,2015.04.28,イン,ベント,ゴールド,2015.04.28,72,5410,71.1,126
高原ゴルフ倶楽部,アウト,ベント,レディース,2015.04.28,イン,ベント,レディース,2015.04.28,72,5330,70.1,125
高原ゴルフ倶楽部,アウト,ベント,ピンク,2015.04.28,イン,ベント,ピンク,2015.04.28,72,4199,66.1,114
西条ゴルフ倶楽部,アウト,コーライ,バック,2021.12.22,イン,コーライ,バック,2021.12.22,72,5974,74.8,133
西条ゴルフ倶楽部,アウト,コーライ,レギュラー,2021.12.22,イン,コーライ,レギュラー,2021.12.22,72,5671,73.3,129
西条ゴルフ倶楽部,アウト,コーライ,フロント,2021.12.22,イン,コーライ,フロント,2021.12.22,72,5464,72.2,126
西条ゴルフ倶楽部,アウト,コーライ,ゴールド,2021.12.22,イン,コーライ,ゴールド,2021.12.22,72,5010,70.2,119
西条ゴルフ倶楽部,アウト,コーライ,グランド,2021.12.22,イン,コーライ,グランド,2021.12.22,72,4721,68.4,115
西条ゴルフ倶楽部,アウト,コーライ,レディース,2021.12.22,イン,コーライ,レディース,2021.12.22,72,4501,67.2,113
サンセットヒルズカントリークラブ,アウト,ベントA,黒,2020.08.11,イン,ベントA,黒,2020.08.11,72,6932,79.9,141
サンセットヒルズカントリークラブ,アウト,ベントA,青,2020.08.11,イン,ベントA,青,2020.08.11,72,6541,77.7,134
サンセットヒルズカントリークラブ,アウト,ベントA,白,2020.08.11,イン,ベントA,白,2020.08.11,72,6126,75.4,130
サンセットヒルズカントリークラブ,アウト,ベントA,金赤,2020.08.11,イン,ベントA,金赤,2020.08.11,72,5630,72.6,126
サンセットヒルズカントリークラブ,アウト,ベントA,ピンク,2020.08.11,イン,ベントA,ピンク,2020.08.11,72,5030,69.3,119
サンセットヒルズカントリークラブ,アウト,ベントB,黒,2020.08.11,イン,ベントB,黒,2020.08.11,72,6806,79.5,138
サンセットヒルズカントリークラブ,アウト,ベントB,青,2020.08.11,イン,ベントB,青,2020.08.11,72,6412,77.5,133
サンセットヒルズカントリークラブ,アウト,ベントB,白,2020.08.11,イン,ベントB,白,2020.08.11,72,6000,74.8,128
サンセットヒルズカントリークラブ,アウト,ベントB,金赤,2020.08.11,イン,ベントB,金赤,2020.08.11,72,5525,72.1,123
サンセットヒルズカントリークラブ,アウト,ベントB,ピンク,2020.08.11,イン,ベントB,ピンク,2020.08.11,72,4966,69.0,117
タカガワ新伊予ゴルフ倶楽部,アウト,ベント,バック,2020.06.19,イン,ベント,バック,2020.06.19,72,6790,79.0,141
タカガワ新伊予ゴルフ倶楽部,アウト,ベント,レギュラー,2020.06.19,イン,ベント,レギュラー,2020.06.19,72,6401,77.3,134
タカガワ新伊予ゴルフ倶楽部,アウト,ベント,フロント 1,2020.06.19,イン,ベント,フロント 1,2020.06.19,72,6032,75.0,132
タカガワ新伊予ゴルフ倶楽部,アウト,ベント,ゴールド,2020.06.19,イン,ベント,ゴールド,2020.06.19,72,5470,72.0,126
タカガワ新伊予ゴルフ倶楽部,アウト,ベント,レッド,2020.06.19,イン,ベント,レッド,2020.06.19,72,4936,69.2,121
タカガワ新伊予ゴルフ倶楽部,アウト,ベント,ピンク,2020.06.19,イン,ベント,ピンク,2020.06.19,72,4138,65.1,113
滝の宮カントリークラブ,赤石,ベント,コンペ,2015.04.15,別子,ベント,コンペ,2015.04.15,72,6694,79.3,145
滝の宮カントリークラブ,赤石,ベント,青,2015.04.15,別子,ベント,青,2015.04.15,72,6556,78.7,142
滝の宮カントリークラブ,赤石,ベント,白,2015.04.15,別子,ベント,白,2015.04.15,72,6242,76.7,138
滝の宮カントリークラブ,赤石,ベント,銀,2015.04.15,別子,ベント,銀,2015.04.15,72,5965,75.1,136
滝の宮カントリークラブ,赤石,ベント,金,2015.04.15,別子,ベント,金,2015.04.15,72,5712,73.5,133
滝の宮カントリークラブ,赤石,ベント,赤,2015.04.15,別子,ベント,赤,2015.04.15,72,5227,70.8,125
滝の宮カントリークラブ,赤石,ベント,桃,2015.04.15,別子,ベント,桃,2015.04.15,72,4972,69.5,123
滝の宮カントリークラブ,赤石,ベント,紫,2015.04.15,別子,ベント,紫,2015.04.15,72,4739,68.2,120
滝の宮カントリークラブ,別子,ベント,コンペ,2015.04.15,石鎚,ベント,コンペ,2015.04.15,72,6753,79.6,145
滝の宮カントリークラブ,別子,ベント,青,2015.04.15,石鎚,ベント,青,2015.04.15,72,6582,78.5,143
滝の宮カントリークラブ,別子,ベント,白,2015.04.15,石鎚,ベント,白,2015.04.15,72,6264,76.7,139
滝の宮カントリークラブ,別子,ベント,銀,2015.04.15,石鎚,ベント,銀,2015.04.15,72,5984,74.9,137
滝の宮カントリークラブ,別子,ベント,金,2015.04.15,石鎚,ベント,金,2015.04.15,72,5742,73.3,134
滝の宮カントリークラブ,別子,ベント,赤,2015.04.15,石鎚,ベント,赤,2015.04.15,72,5230,70.4,127
滝の宮カントリークラブ,別子,ベント,桃,2015.04.15,石鎚,ベント,桃,2015.04.15,72,4920,68.7,125
滝の宮カントリークラブ,別子,ベント,紫,2015.04.15,石鎚,ベント,紫,2015.04.15,72,4683,67.5,121
滝の宮カントリークラブ,石鎚,ベント,コンペ,2015.04.15,赤石,ベント,コンペ,2015.04.15,72,6759,79.7,146
滝の宮カントリークラブ,石鎚,ベント,青,2015.04.15,赤石,ベント,青,2015.04.15,72,6578,78.8,142
滝の宮カントリークラブ,石鎚,ベント,白,2015.04.15,赤石,ベント,白,2015.04.15,72,6254,76.8,140
滝の宮カントリークラブ,石鎚,ベント,銀,2015.04.15,赤石,ベント,銀,2015.04.15,72,5963,75.0,136
滝の宮カントリークラブ,石鎚,ベント,金,2015.04.15,赤石,ベント,金,2015.04.15,72,5700,73.4,133
滝の宮カントリークラブ,石鎚,ベント,赤,2015.04.15,赤石,ベント,赤,2015.04.15,72,5225,71.0,126
滝の宮カントリークラブ,石鎚,ベント,桃,2015.04.15,赤石,ベント,桃,2015.04.15,72,4950,69.4,124
滝の宮カントリークラブ,石鎚,ベント,紫,2015.04.15,赤石,ベント,紫,2015.04.15,72,4714,68.1,121
チサンカントリークラブ北条,アウト,ベント(A),フルバック,2007.10.24,イン,ベント(A),フルバック,2007.10.24,72,6551,75.9,136
チサンカントリークラブ北条,アウト,ベント(A),バック,2007.10.24,イン,ベント(A),バック,2007.10.24,72,6469,75.5,135
チサンカントリークラブ北条,アウト,ベント(A),レギュラー,2007.10.24,イン,ベント(A),レギュラー,2007.10.24,72,6142,73.8,131
チサンカントリークラブ北条,アウト,ベント(A),フロント,2007.10.24,イン,ベント(A),フロント,2007.10.24,72,5875,72.4,127
チサンカントリークラブ北条,アウト,ベント(A),レディース1,2007.10.24,イン,ベント(A),レディース1,2007.10.24,72,5435,70.0,120
チサンカントリークラブ北条,アウト,ベント(A),レディース2,2007.10.24,イン,ベント(A),レディース2,2007.10.24,72,5289,69.5,119
チサンカントリークラブ北条,アウト,ベント(B),フルバック,2007.10.24,イン,ベント(B),フルバック,2007.10.24,72,6256,74.3,132
チサンカントリークラブ北条,アウト,ベント(B),バック,2007.10.24,イン,ベント(B),バック,2007.10.24,72,6174,73.9,131
チサンカントリークラブ北条,アウト,ベント(B),レギュラー,2007.10.24,イン,ベント(B),レギュラー,2007.10.24,72,5855,72.2,126
チサンカントリークラブ北条,アウト,ベント(B),フロント,2007.10.24,イン,ベント(B),フロント,2007.10.24,72,5588,70.8,123
チサンカントリークラブ北条,アウト,ベント(B),レディース1,2007.10.24,イン,ベント(B),レディース1,2007.10.24,72,5148,68.9,117
チサンカントリークラブ北条,アウト,ベント(B),レディース2,2007.10.24,イン,ベント(B),レディース2,2007.10.24,72,5002,68.2,115
道後ゴルフ倶楽部,アウト,ベント,黒,2015.02.26,イン,ベント,黒,2015.02.26,72,6708,78.2,139
道後ゴルフ倶楽部,アウト,ベント,青,2015.02.26,イン,ベント,青,2015.02.26,72,6606,77.7,137
道後ゴルフ倶楽部,アウト,ベント,白,2015.02.26,イン,ベント,白,2015.02.26,72,6237,75.3,135
道後ゴルフ倶楽部,アウト,ベント,金,2015.02.26,イン,ベント,金,2015.02.26,72,5892,73.6,130
道後ゴルフ倶楽部,アウト,ベント,紫,2015.02.26,イン,ベント,紫,2015.02.26,72,5281,70.1,123
道後ゴルフ倶楽部,アウト,ベント,桃,2015.02.26,イン,ベント,桃,2015.02.26,72,5185,69.5,123
道後ゴルフ倶楽部,アウト,ベント,赤,2015.02.26,イン,ベント,赤,2015.02.26,72,4808,68.0,120
新居浜カントリー倶楽部,アウト,コーライ,黒,2015.06.23,イン,コーライ,黒,2015.06.23,72,6760,79.5,142
新居浜カントリー倶楽部,アウト,コーライ,太鼓,2015.06.23,イン,コーライ,太鼓,2015.06.23,72,6616,78.7,140
新居浜カントリー倶楽部,アウト,コーライ,レギュラー,2015.06.23,イン,コーライ,レギュラー,2015.06.23,72,6454,77.9,139
新居浜カントリー倶楽部,アウト,コーライ,フロント,2015.06.23,イン,コーライ,フロント,2015.06.23,72,6113,75.9,136
新居浜カントリー倶楽部,アウト,コーライ,シルバー,2015.06.23,イン,コーライ,シルバー,2015.06.23,72,5560,72.5,132
新居浜カントリー倶楽部,アウト,コーライ,ゴールド,2015.06.23,イン,コーライ,ゴールド,2015.06.23,72,5236,70.7,127
新居浜カントリー倶楽部,アウト,コーライ,レディース,2015.06.23,イン,コーライ,レディース,2003.07.08,72,5133,70.2,124
新居浜カントリー倶楽部,アウト,コーライ,紫,2015.06.23,イン,コーライ,紫,2015.06.23,72,4737,67.8,120
新居浜カントリー倶楽部,アウト,コーライ,緑,2015.06.23,イン,コーライ,緑,2015.06.23,72,4442,66.2,116
新居浜カントリー倶楽部,アウト,コーライ,ピンク,2015.06.23,イン,コーライ,ピンク,2015.06.23,72,4110,64.1,110
北条カントリー倶楽部,アウト,ベント,フロント,2012.04.18,イン,ベント,フロント,2012.04.18,72,6112,75.0,131
北条カントリー倶楽部,アウト,ベント,ゴールド,2012.04.18,イン,ベント,ゴールド,2012.04.18,72,5542,71.8,124
北条カントリー倶楽部,アウト,ベント,レディース,2012.04.18,イン,ベント,レディース,2012.04.18,72,5169,69.5,121
北条カントリー倶楽部,アウト,ベント,ピンク,2012.04.18,イン,ベント,ピンク,2012.04.18,72,4895,68.0,118
北条カントリー倶楽部,アウト,ベント(サブ),フロント,2012.04.18,イン,ベント(サブ),フロント,2012.04.18,72,5766,72.7,123
北条カントリー倶楽部,アウト,ベント(サブ),ゴールド,2012.04.18,イン,ベント(サブ),ゴールド,2012.04.18,72,5226,69.5,118
北条カントリー倶楽部,アウト,ベント(サブ),レディース,2012.04.18,イン,ベント(サブ),レディース,2012.04.18,72,4837,67.7,114
北条カントリー倶楽部,アウト,ベント(サブ),ピンク,2012.04.18,イン,ベント(サブ),ピンク,2012.04.18,72,4532,65.6,109
松山国際ゴルフ倶楽部,アウト,コーライ,黒,2015.01.01,イン,コーライ,黒,2015.01.01,72,6650,78.9,140
松山国際ゴルフ倶楽部,アウト,コーライ,青,2015.01.01,イン,コーライ,青,2015.01.01,72,6326,77.0,137
松山国際ゴルフ倶楽部,アウト,コーライ,白,2015.01.01,イン,コーライ,白,2015.01.01,72,6013,75.2,132
松山国際ゴルフ倶楽部,アウト,コーライ,シルバー,2015.01.01,イン,コーライ,シルバー,2015.01.01,72,5696,73.5,129
松山国際ゴルフ倶楽部,アウト,コーライ,赤,2015.01.01,イン,コーライ,赤,2015.01.01,72,5425,72.0,128
松山国際ゴルフ倶楽部,アウト,コーライ,ピンク,2015.01.01,イン,コーライ,ピンク,2015.01.01,72,4878,69.1,120
松山ゴルフ倶楽部,アウト,ベント,バック,2019.01.23,イン,ベント,バック,2019.01.23,72,6689,78.5,142
松山ゴルフ倶楽部,アウト,ベント,レギュラー,2019.01.23,イン,ベント,レギュラー,2019.01.23,72,6319,76.4,140
松山ゴルフ倶楽部,アウト,ベント,ゴールド,2019.01.23,イン,ベント,ゴールド,2019.01.23,72,5952,74.8,138
松山ゴルフ倶楽部,アウト,ベント,レッド,2019.01.23,イン,ベント,レッド,2019.01.23,72,5490,72.3,130
松山ゴルフ倶楽部,アウト,ベント,ピンク,2019.01.23,イン,ベント,ピンク,2019.01.23,72,5130,70.3,125
松山シーサイドカントリークラブ,アウト,ベント,バック,2021.11.02,イン,ベント,バック,2021.11.02,72,7051,80.4,144
松山シーサイドカントリークラブ,アウト,ベント,レギュラー,2021.11.02,イン,ベント,レギュラー,2021.11.02,72,6524,77.8,139
松山シーサイドカントリークラブ,アウト,ベント,フロント,2021.11.02,イン,ベント,フロント,2021.11.02,72,6097,75.5,135
松山シーサイドカントリークラブ,アウト,ベント,ゴールド,2021.11.02,イン,ベント,ゴールド,2021.11.02,72,5428,71.8,128
松山シーサイドカントリークラブ,アウト,ベント,レディース,2021.11.02,イン,ベント,レディース,2021.11.02,72,4821,68.8,120
松山シーサイドカントリークラブ,アウト,ベント,ピンク,2021.11.02,イン,ベント,ピンク,2021.11.02,72,4619,67.7,117
松山ロイヤルゴルフ倶楽部,アウト,コーライ,フルバック,2020.06.27,イン,コーライ,フルバック,2020.06.27,72,6617,77.1,138
松山ロイヤルゴルフ倶楽部,アウト,コーライ,バック,2020.06.27,イン,コーライ,バック,2020.06.27,72,6382,75.7,135
松山ロイヤルゴルフ倶楽部,アウト,コーライ,フロント1,2020.06.27,イン,コーライ,フロント1,2020.06.27,72,6038,73.9,131
松山ロイヤルゴルフ倶楽部,アウト,コーライ,フロント,2020.06.27,イン,コーライ,フロント,2020.06.27,72,5997,73.7,130
松山ロイヤルゴルフ倶楽部,アウト,コーライ,フロント2,2020.06.27,イン,コーライ,フロント2,2020.06.27,72,5936,73.6,130
松山ロイヤルゴルフ倶楽部,アウト,コーライ,ゴールドレディース,2020.06.27,イン,コーライ,ゴールドレディース,2020.06.27,72,5156,69.2,121
松山ロイヤルゴルフ倶楽部,アウト,コーライ,ピンク,2020.06.27,イン,コーライ,ピンク,2020.06.27,72,4602,67.0,117
松山ロイヤルゴルフ倶楽部,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
グリーンフィールゴルフ倶楽部,アウト,ベント,白(FT),2012.12.01,イン,ベント,白(FT),2012.12.01,72,6095,74.7,134
グリーンフィールゴルフ倶楽部,アウト,ベント,銀(60歳～),2012.12.01,イン,ベント,銀(60歳～),2012.12.01,72,5818,72.9,131
グリーンフィールゴルフ倶楽部,アウト,ベント,白赤(LT),2012.12.01,イン,ベント,白赤(LT),2012.12.01,72,5571,71.2,128
グリーンフィールゴルフ倶楽部,アウト,ベント,金(70歳～),2012.12.01,イン,ベント,金(70歳～),2012.12.01,72,5261,69.7,124
グリーンフィールゴルフ倶楽部,アウト,ベント,赤(LT),2012.12.01,イン,ベント,赤(LT),2012.12.01,72,4804,67.1,118
グリーンフィールゴルフ倶楽部,アウト,ベント,橙(LT),2012.12.01,イン,ベント,橙(LT),2012.12.01,72,4410,65.0,114
高知ゴルフ倶楽部,アウト,コーライ,バック,2018.02.08,イン,コーライ,バック,2018.02.08,72,6300,77.8,138
高知ゴルフ倶楽部,アウト,コーライ,レギュラー,2018.02.08,イン,コーライ,レギュラー,2018.02.08,72,5943,75.5,136
高知ゴルフ倶楽部,アウト,コーライ,フロント,2018.02.08,イン,コーライ,フロント,2018.02.08,72,5618,73.3,134
高知ゴルフ倶楽部,アウト,コーライ,レディース,2018.02.08,イン,コーライ,レディース,2018.02.08,72,5492,72.4,133
高知ゴルフ倶楽部,アウト,コーライ,ピンク,2018.02.08,イン,コーライ,ピンク,2018.02.08,72,4723,67.9,122
高知ゴルフ倶楽部,アウト,コーライ,シルバー,2018.02.08,イン,コーライ,シルバー,2018.02.08,72,5702,73.8,135
Kochi黒潮カントリークラブ,黒潮アウト,ベント,黒,2018.06.11,黒潮イン,ベント,黒,2018.06.11,72,7325,82.8,146
Kochi黒潮カントリークラブ,黒潮アウト,ベント,青,2018.06.11,黒潮イン,ベント,青,2018.06.11,72,6840,80.3,140
Kochi黒潮カントリークラブ,黒潮アウト,ベント,白,2018.06.11,黒潮イン,ベント,白,2018.06.11,72,6450,77.9,137
Kochi黒潮カントリークラブ,黒潮アウト,ベント,銀,2018.06.11,黒潮イン,ベント,銀,2018.06.11,72,6125,75.7,135
Kochi黒潮カントリークラブ,黒潮アウト,ベント,金,2018.06.11,黒潮イン,ベント,金,2018.06.11,72,5695,73.0,126
Kochi黒潮カントリークラブ,黒潮アウト,ベント,赤,2018.06.11,黒潮イン,ベント,赤,2018.06.11,72,5260,71.1,125
Kochi黒潮カントリークラブ,黒潮アウト,ベント,ピンク,2018.06.11,黒潮イン,ベント,ピンク,2018.06.11,72,4905,68.8,119
Kochi黒潮カントリークラブ,暖流,ベント,黒,2018.06.11,太平洋,ベント,黒,2018.06.11,72,7280,82.4,144
Kochi黒潮カントリークラブ,暖流,ベント,青,2018.06.11,太平洋,ベント,青,2018.06.11,72,7090,81.6,142
Kochi黒潮カントリークラブ,暖流,ベント,白,2018.06.11,太平洋,ベント,白,2018.06.11,72,6590,78.4,141
Kochi黒潮カントリークラブ,暖流,ベント,銀,2018.06.11,太平洋,ベント,銀,2018.06.11,72,6060,75.1,132
Kochi黒潮カントリークラブ,暖流,ベント,金,2018.06.11,太平洋,ベント,金,2018.06.11,72,5445,71.4,122
Kochi黒潮カントリークラブ,暖流,ベント,赤,2018.06.11,太平洋,ベント,赤,2018.06.11,72,5335,71.0,118
Kochi黒潮カントリークラブ,暖流,ベント,ピンク,2018.06.11,太平洋,ベント,ピンク,2018.06.11,72,4855,68.3,117
四万十カントリークラブ,アウト,コーライ,バック,2009.03.26,イン,コーライ,バック,2009.03.26,72,6381,76.4,137
四万十カントリークラブ,アウト,コーライ,レギュラー,2009.03.26,イン,コーライ,レギュラー,2009.03.26,72,5974,74.3,132
