,addresses,lons,lats,urls,prefectureNames,prefectureCodes,golfCourseIds
67,北海道樺戸郡月形町字豊ケ丘,141.703384,43.371727,https://shotnavi.jp/gcguide/gcinfo_2190.htm,北海道,1,2190
68,北海道札幌市手稲区手稲本町593-3,141.210022,43.104588,https://shotnavi.jp/gcguide/gcinfo_2128.htm,北海道,1,2128
69,北海道札幌市南区藤野932,141.279144,42.930386,https://shotnavi.jp/gcguide/gcinfo_2188.htm,北海道,1,2188
70,北海道札幌市清田区有明463-7,141.439316,42.9674,https://shotnavi.jp/gcguide/gcinfo_2198.htm,北海道,1,2198
71,北海道石狩市船場町43番地13,141.364258,43.218983,https://shotnavi.jp/gcguide/gcinfo_2191.htm,北海道,1,2191
72,北海道札幌市南区真駒内280番地,141.359711,42.935741,https://shotnavi.jp/gcguide/gcinfo_2232.htm,北海道,1,2232
73,北海道北広島市字島松641,141.486023,42.930428,https://shotnavi.jp/gcguide/gcinfo_2267.htm,北海道,1,2267
74,北海道北広島市字三島462,141.484222,42.917755,https://shotnavi.jp/gcguide/gcinfo_2266.htm,北海道,1,2266
75,北海道中川郡幕別町札内稔町57-3,143.256653,42.930275,https://shotnavi.jp/gcguide/gcinfo_2183.htm,北海道,1,2183
76,北海道上川郡新得町狩勝高原,142.838913,43.079758,https://shotnavi.jp/gcguide/gcinfo_2116.htm,北海道,1,2116
77,北海道天塩郡豊富町字東豊富,141.801804,45.077263,https://shotnavi.jp/gcguide/gcinfo_2117.htm,北海道,1,2117
78,北海道北広島市富ケ岡456,141.55014,42.951782,https://shotnavi.jp/gcguide/gcinfo_2118.htm,北海道,1,2118
79,北海道千歳市蘭越26,141.594666,42.821472,https://shotnavi.jp/gcguide/gcinfo_2115.htm,北海道,1,2115
80,北海道石狩市八幡町字高岡306-11,141.462418,43.272121,https://shotnavi.jp/gcguide/gcinfo_2108.htm,北海道,1,2108
81,北海道茅部郡鹿部町字本別530-248,140.740372,42.063019,https://shotnavi.jp/gcguide/gcinfo_2203.htm,北海道,1,2203
82,北海道士別市東8条15丁目,142.406464,44.168037,https://shotnavi.jp/gcguide/gcinfo_2202.htm,北海道,1,2202
83,北海道厚田郡厚田区望来222番地1,144.847473,43.05196,https://shotnavi.jp/gcguide/gcinfo_2196.htm,北海道,1,2196
84,北海道夕張郡栗山町字森,141.789764,43.080112,https://shotnavi.jp/gcguide/gcinfo_2153.htm,北海道,1,2153
85,北海道厚田郡厚田村望来485-1,144.847473,43.05196,https://shotnavi.jp/gcguide/gcinfo_2144.htm,北海道,1,2144
86,北海道千歳市柏台1390-3,141.696915,42.801273,https://shotnavi.jp/gcguide/gcinfo_2119.htm,北海道,1,2119
87,北海道標津郡中標津町字中標津1779-1,144.97139,43.555206,https://shotnavi.jp/gcguide/gcinfo_2231.htm,北海道,1,2231
88,北海道上川郡美瑛町字置杵牛7509-180,142.583145,43.558365,https://shotnavi.jp/gcguide/gcinfo_2242.htm,北海道,1,2242
89,北海道伊達市北黄金町123,140.922974,42.421097,https://shotnavi.jp/gcguide/gcinfo_2158.htm,北海道,1,2158
90,北海道厚岸郡厚岸町尾幌2407,144.695023,43.019634,https://shotnavi.jp/gcguide/gcinfo_2179.htm,北海道,1,2179
91,北海道岩見沢市加茂川370,141.77536,43.19603,https://shotnavi.jp/gcguide/gcinfo_2195.htm,北海道,1,2195
92,北海道夕張郡栗山町字御園461,141.888229,43.010048,https://shotnavi.jp/gcguide/gcinfo_2156.htm,北海道,1,2156
93,北海道千歳市協和1392,141.758591,42.901348,https://shotnavi.jp/gcguide/gcinfo_2205.htm,北海道,1,2205
94,北海道空知郡奈井江町字奈井江967-1,141.9039,43.429653,https://shotnavi.jp/gcguide/gcinfo_2258.htm,北海道,1,2258
95,北海道石狩郡当別町スウェーデンヒルズ2788-28,141.458237,43.21796,https://shotnavi.jp/gcguide/gcinfo_2111.htm,北海道,1,2111
96,北海道山越郡長万部町字中の沢79,140.345367,42.477772,https://shotnavi.jp/gcguide/gcinfo_2121.htm,北海道,1,2121
97,北海道砂川市北光114-1河川敷地,141.906967,43.517441,https://shotnavi.jp/gcguide/gcinfo_2181.htm,北海道,1,2181
98,北海道恵庭市盤尻144,141.536194,42.856289,https://shotnavi.jp/gcguide/gcinfo_2168.htm,北海道,1,2168
99,北海道上川郡鷹栖町ひばりケ丘,142.354446,43.843334,https://shotnavi.jp/gcguide/gcinfo_2124.htm,北海道,1,2124
100,北海道砂川市字富平396,141.948441,43.549259,https://shotnavi.jp/gcguide/gcinfo_2170.htm,北海道,1,2170
101,北海道富良野市字信濃沢3702-1,142.383148,43.34201,https://shotnavi.jp/gcguide/gcinfo_2171.htm,北海道,1,2171
102,北海道上川郡東神楽町東3線21号,142.475906,43.665112,https://shotnavi.jp/gcguide/gcinfo_2226.htm,北海道,1,2226
103,北海道石狩市厚田区聚富242,141.415131,43.276749,https://shotnavi.jp/gcguide/gcinfo_2218.htm,北海道,1,2218
104,北海道滝川市泉町1-21-12,141.884415,43.572014,https://shotnavi.jp/gcguide/gcinfo_2228.htm,北海道,1,2228
105,北海道滝川市江部乙町4031-6,141.96788,43.636463,https://shotnavi.jp/gcguide/gcinfo_2341.htm,北海道,1,2341
106,北海道札幌市南区滝野213,141.352722,42.906437,https://shotnavi.jp/gcguide/gcinfo_2227.htm,北海道,1,2227
107,北海道苫小牧市錦岡491,141.47493,42.62672,https://shotnavi.jp/gcguide/gcinfo_2229.htm,北海道,1,2229
108,北海道札幌市清田区有明368番地,141.41626,42.932892,https://shotnavi.jp/gcguide/gcinfo_2189.htm,北海道,1,2189
109,北海道北広島市仁別152,141.45549,42.931763,https://shotnavi.jp/gcguide/gcinfo_2193.htm,北海道,1,2193
110,北海道伊達市北有珠町223,140.835434,42.521938,https://shotnavi.jp/gcguide/gcinfo_2163.htm,北海道,1,2163
111,北海道小樽市星野町74,141.172058,43.129154,https://shotnavi.jp/gcguide/gcinfo_2125.htm,北海道,1,2125
112,北海道千歳市真々地3-1-1,141.637207,42.810654,https://shotnavi.jp/gcguide/gcinfo_2126.htm,北海道,1,2126
113,北海道千歳市協和814,141.779068,42.874588,https://shotnavi.jp/gcguide/gcinfo_2122.htm,北海道,1,2122
114,北海道苫小牧市植苗291,141.696548,42.727325,https://shotnavi.jp/gcguide/gcinfo_2215.htm,北海道,1,2215
115,北海道札幌市清田区有明412-5,141.408768,42.935471,https://shotnavi.jp/gcguide/gcinfo_2127.htm,北海道,1,2127
116,北海道川上郡弟子屈町原野419-61,144.45932,43.485214,https://shotnavi.jp/gcguide/gcinfo_2233.htm,北海道,1,2233
117,北海道伊達市志門気町,140.921066,42.529903,https://shotnavi.jp/gcguide/gcinfo_2130.htm,北海道,1,2130
118,北海道河東郡音更町字下土幌51,143.177536,42.948586,https://shotnavi.jp/gcguide/gcinfo_2206.htm,北海道,1,2206
119,北海道札幌市南区常盤465番地,141.322098,42.917725,https://shotnavi.jp/gcguide/gcinfo_2488.htm,北海道,1,2488
120,北海道苫小牧市植苗419-1,141.650055,42.694199,https://shotnavi.jp/gcguide/gcinfo_2200.htm,北海道,1,2200
121,北海道苫小牧市植苗341,141.656937,42.689236,https://shotnavi.jp/gcguide/gcinfo_2431.htm,北海道,1,2431
122,北海道苫小牧市植苗341,141.656937,42.689236,https://shotnavi.jp/gcguide/gcinfo_2201.htm,北海道,1,2201
123,北海道苫小牧市植苗341,141.656937,42.689236,https://shotnavi.jp/gcguide/gcinfo_2430.htm,北海道,1,2430
124,北海道名寄市日彰391,142.49617,44.322937,https://shotnavi.jp/gcguide/gcinfo_2260.htm,北海道,1,2260
125,北海道空知郡南幌町南15線西1番地,141.61319,43.039833,https://shotnavi.jp/gcguide/gcinfo_2240.htm,北海道,1,2240
126,北海道磯谷郡蘭越町字栄46-1,140.486465,42.812817,https://shotnavi.jp/gcguide/gcinfo_2133.htm,北海道,1,2133
127,北海道虻田郡ニセコ町福井,140.638092,42.784458,https://shotnavi.jp/gcguide/gcinfo_2134.htm,北海道,1,2134
128,北海道虻田郡ニセコ町東山温泉,140.672424,42.845463,https://shotnavi.jp/gcguide/gcinfo_2136.htm,北海道,1,2136
129,北海道苫小牧市字植苗430,141.663345,42.722973,https://shotnavi.jp/gcguide/gcinfo_2137.htm,北海道,1,2137
130,北海道石狩郡新篠津村第46線南3,141.645615,43.205299,https://shotnavi.jp/gcguide/gcinfo_2138.htm,北海道,1,2138
131,北海道根室市友知93,145.663055,43.326099,https://shotnavi.jp/gcguide/gcinfo_2180.htm,北海道,1,2180
132,北海道北見市端野町二区826,143.934509,43.874477,https://shotnavi.jp/gcguide/gcinfo_2109.htm,北海道,1,2109
133,北海道稚内市大字宗谷村字増幌777,141.934738,45.420856,https://shotnavi.jp/gcguide/gcinfo_2139.htm,北海道,1,2139
134,北海道登別市中登別171,141.159058,42.4687,https://shotnavi.jp/gcguide/gcinfo_2235.htm,北海道,1,2235
135,北海道登別市上登別町9-1,141.108551,42.485199,https://shotnavi.jp/gcguide/gcinfo_2234.htm,北海道,1,2234
136,北海道函館市東山町205-1,140.805008,41.832073,https://shotnavi.jp/gcguide/gcinfo_2243.htm,北海道,1,2243
137,北海道函館市見晴町58,140.809586,41.796513,https://shotnavi.jp/gcguide/gcinfo_2245.htm,北海道,1,2245
138,北海道函館市豊原町237,140.87355,41.785847,https://shotnavi.jp/gcguide/gcinfo_2246.htm,北海道,1,2246
139,北海道函館市東山町185-1,140.820679,41.82917,https://shotnavi.jp/gcguide/gcinfo_2247.htm,北海道,1,2247
140,北海道北斗市柳沢323-1,140.605942,41.810337,https://shotnavi.jp/gcguide/gcinfo_2098.htm,北海道,1,2098
141,北海道亀田郡七飯町大中山988,140.744568,41.894684,https://shotnavi.jp/gcguide/gcinfo_2244.htm,北海道,1,2244
142,北海道石狩郡当別町茂平沢3382,141.536652,43.242645,https://shotnavi.jp/gcguide/gcinfo_2140.htm,北海道,1,2140
143,北海道虻田郡倶知安町字花園1番,140.657257,42.89563,https://shotnavi.jp/gcguide/gcinfo_2135.htm,北海道,1,2135
144,北海道勇払郡安平町早来新栄671-1,141.824371,42.740669,https://shotnavi.jp/gcguide/gcinfo_2257.htm,北海道,1,2257
145,北海道日高郡新ひだか町三石西端299,142.566391,42.303936,https://shotnavi.jp/gcguide/gcinfo_2241.htm,北海道,1,2241
146,北海道札幌市豊平区西岡549,141.385635,42.966469,https://shotnavi.jp/gcguide/gcinfo_2263.htm,北海道,1,2263
147,北海道沙流郡平取町字荷菜48-1,142.106339,42.578773,https://shotnavi.jp/gcguide/gcinfo_2250.htm,北海道,1,2250
148,北海道旭川市神居町上雨粉430,142.331329,43.691463,https://shotnavi.jp/gcguide/gcinfo_2094.htm,北海道,1,2094
149,北海道深川市一己町三北星,142.047409,43.722668,https://shotnavi.jp/gcguide/gcinfo_2211.htm,北海道,1,2211
150,北海道富良野市八幡丘,142.477798,43.333057,https://shotnavi.jp/gcguide/gcinfo_2354.htm,北海道,1,2354
151,北海道勇払郡占冠村字中トマム,142.600983,43.023811,https://shotnavi.jp/gcguide/gcinfo_2096.htm,北海道,1,2096
152,北海道亀田郡七飯町西大沼,140.619415,41.979965,https://shotnavi.jp/gcguide/gcinfo_2251.htm,北海道,1,2251
153,北海道北海道亀田郡七飯町西大沼,143.894684,43.802906,https://shotnavi.jp/gcguide/gcinfo_2248.htm,北海道,1,2248
154,北海道勇払郡安平町早来富岡406,141.78038,42.747673,https://shotnavi.jp/gcguide/gcinfo_2252.htm,北海道,1,2252
155,北海道上川郡清水町字羽帯4-1,142.791122,42.913876,https://shotnavi.jp/gcguide/gcinfo_2253.htm,北海道,1,2253
156,北海道苫小牧市錦岡440-1,141.497726,42.636234,https://shotnavi.jp/gcguide/gcinfo_2254.htm,北海道,1,2254
157,北海道苫小牧市字樽前393,141.425735,42.604259,https://shotnavi.jp/gcguide/gcinfo_2131.htm,北海道,1,2131
158,北海道苫小牧市字植苗437,141.669342,42.722103,https://shotnavi.jp/gcguide/gcinfo_2238.htm,北海道,1,2238
159,北海道白老郡白老町字社台292-157,141.358429,42.582108,https://shotnavi.jp/gcguide/gcinfo_2145.htm,北海道,1,2145
160,北海道苫小牧市植苗386,141.679459,42.733662,https://shotnavi.jp/gcguide/gcinfo_2409.htm,北海道,1,2409
161,北海道美唄市峰延原野2647,141.814774,43.255283,https://shotnavi.jp/gcguide/gcinfo_2256.htm,北海道,1,2256
162,北海道夕張郡長沼町東5線北10,141.733795,43.030655,https://shotnavi.jp/gcguide/gcinfo_2143.htm,北海道,1,2143
163,北海道札幌市南区常磐200,141.322098,42.917725,https://shotnavi.jp/gcguide/gcinfo_2212.htm,北海道,1,2212
164,北海道増毛郡増毛町阿分265,141.630981,43.871273,https://shotnavi.jp/gcguide/gcinfo_2217.htm,北海道,1,2217
165,北海道枝幸郡枝幸町歌登辺毛内,142.511612,44.786922,https://shotnavi.jp/gcguide/gcinfo_2239.htm,北海道,1,2239
166,北海道室蘭市崎守町293-1,140.954956,42.38467,https://shotnavi.jp/gcguide/gcinfo_2204.htm,北海道,1,2204
167,北海道網走郡大空町女満別巴沢,144.211914,43.890549,https://shotnavi.jp/gcguide/gcinfo_2358.htm,北海道,1,2358
168,北海道紋別市新生203,143.349289,44.317387,https://shotnavi.jp/gcguide/gcinfo_2262.htm,北海道,1,2262
169,北海道勇払郡早来町北町46,141.8231529,42.7696007,https://shotnavi.jp/gcguide/gcinfo_2147.htm,北海道,1,2147
170,北海道夕張郡由仁町山形132,141.761566,43.03207,https://shotnavi.jp/gcguide/gcinfo_2148.htm,北海道,1,2148
171,北海道虻田郡京極町字更進695-1,140.906693,42.826283,https://shotnavi.jp/gcguide/gcinfo_2264.htm,北海道,1,2264
172,北海道勇払郡鵡川町春日308-1,141.9872615,42.6078104,https://shotnavi.jp/gcguide/gcinfo_2142.htm,北海道,1,2142
173,北海道勇払郡安平町追分春日11番地,141.851242,42.865208,https://shotnavi.jp/gcguide/gcinfo_2150.htm,北海道,1,2150
174,北海道虻田郡留寿都村泉川200,140.916733,42.747467,https://shotnavi.jp/gcguide/gcinfo_2334.htm,北海道,1,2334
175,北海道虻田郡留寿都村字泉川13,140.916733,42.747467,https://shotnavi.jp/gcguide/gcinfo_2151.htm,北海道,1,2151
176,北海道虻田郡喜茂別町富士見台142,140.971649,42.781593,https://shotnavi.jp/gcguide/gcinfo_2152.htm,北海道,1,2152
177,北海道留萌市三泊町68,141.654404,43.980381,https://shotnavi.jp/gcguide/gcinfo_2265.htm,北海道,1,2265
178,北海道厚田郡厚田村大字聚富村278,144.847473,43.05196,https://shotnavi.jp/gcguide/gcinfo_2155.htm,北海道,1,2155
179,北海道稚内市大字声問村字恵北,141.834915,45.299824,https://shotnavi.jp/gcguide/gcinfo_2230.htm,北海道,1,2230
180,青森県青森市大字大別内字葛野229,140.747147,40.741753,https://shotnavi.jp/gcguide/gcinfo_1141.htm,青森県,2,1141
181,青森県青森市大字大谷字小谷100-1,140.698364,40.731499,https://shotnavi.jp/gcguide/gcinfo_1143.htm,青森県,2,1143
182,青森県西津軽郡鰺ケ沢町鰺ケ沢高原,140.233902,40.783012,https://shotnavi.jp/gcguide/gcinfo_1137.htm,青森県,2,1137
183,青森県南津軽郡大鰐町大字島田字滝ノ沢100番9号,140.573792,40.493443,https://shotnavi.jp/gcguide/gcinfo_1142.htm,青森県,2,1142
184,青森県上北郡六ケ所村尾鮫字上尾鮫345-1,141.280304,40.992958,https://shotnavi.jp/gcguide/gcinfo_1150.htm,青森県,2,1150
185,青森県弘前市常磐野字湯段萢166,140.444733,40.592934,https://shotnavi.jp/gcguide/gcinfo_1139.htm,青森県,2,1139
186,青森県弘前市百沢字裾野33-1,140.312622,40.612041,https://shotnavi.jp/gcguide/gcinfo_1144.htm,青森県,2,1144
187,青森県平川市小国深沢18-42,140.669281,40.545853,https://shotnavi.jp/gcguide/gcinfo_1145.htm,青森県,2,1145
188,青森県青森市滝沢字下川原190-1,140.875107,40.819813,https://shotnavi.jp/gcguide/gcinfo_1146.htm,青森県,2,1146
189,青森県上北郡六戸町大字犬落瀬字坪毛沢25-126,141.327789,40.632736,https://shotnavi.jp/gcguide/gcinfo_1140.htm,青森県,2,1140
190,青森県東津軽郡平内町東田沢10-230,140.903809,40.98056,https://shotnavi.jp/gcguide/gcinfo_1138.htm,青森県,2,1138
191,青森県三戸郡階上町大字赤保内字大渡21-27,141.596634,40.464165,https://shotnavi.jp/gcguide/gcinfo_1147.htm,青森県,2,1147
192,青森県八戸市大字河原木字川目19-7,141.491257,40.536358,https://shotnavi.jp/gcguide/gcinfo_1148.htm,青森県,2,1148
193,青森県十和田市法量字谷地20-1,141.073318,40.612694,https://shotnavi.jp/gcguide/gcinfo_1149.htm,青森県,2,1149
194,青森県平川市切明螢沢16-1,140.808365,40.511345,https://shotnavi.jp/gcguide/gcinfo_1135.htm,青森県,2,1135
195,青森県十和田市大字洞内字樋口130-1,141.215393,40.653854,https://shotnavi.jp/gcguide/gcinfo_1136.htm,青森県,2,1136
196,岩手県八幡平市安比高原180-1,140.978287,40.004765,https://shotnavi.jp/gcguide/gcinfo_268.htm,岩手県,3,268
197,岩手県一関市萩荘字黒木1-4,141.032562,38.911182,https://shotnavi.jp/gcguide/gcinfo_269.htm,岩手県,3,269
198,岩手県花巻市金矢第5地割252-1,141.06044,39.430702,https://shotnavi.jp/gcguide/gcinfo_271.htm,岩手県,3,271
199,岩手県紫波郡紫波町土館字馬ノ子1-1,141.099335,39.541706,https://shotnavi.jp/gcguide/gcinfo_270.htm,岩手県,3,270
200,岩手県岩手郡岩手町一方井,141.177734,40.0144,https://shotnavi.jp/gcguide/gcinfo_272.htm,岩手県,3,272
201,岩手県九戸郡洋野町水沢第11地割19-13,141.629593,40.2388,https://shotnavi.jp/gcguide/gcinfo_265.htm,岩手県,3,265
202,岩手県奥州市江刺区田原字深沢54-1,141.2130963,39.1549281,https://shotnavi.jp/gcguide/gcinfo_277.htm,岩手県,3,277
203,岩手県胆沢郡金ケ崎町永沢,141.031586,39.167782,https://shotnavi.jp/gcguide/gcinfo_274.htm,岩手県,3,274
204,岩手県北上市和賀町煤孫1地割,140.979309,39.26786,https://shotnavi.jp/gcguide/gcinfo_288.htm,岩手県,3,288
205,岩手県北上市鬼柳町都鳥1-1,141.098145,39.279118,https://shotnavi.jp/gcguide/gcinfo_289.htm,岩手県,3,289
206,岩手県胆沢郡金ケ崎町永沢石持沢6-44,141.031586,39.167782,https://shotnavi.jp/gcguide/gcinfo_275.htm,岩手県,3,275
207,岩手県釜石市大字上平田1-13,141.853043,39.267689,https://shotnavi.jp/gcguide/gcinfo_278.htm,岩手県,3,278
208,岩手県岩手郡雫石町高倉温泉,140.96257,39.700665,https://shotnavi.jp/gcguide/gcinfo_279.htm,岩手県,3,279
209,岩手県八幡平市大更47-34-2,141.125137,39.911411,https://shotnavi.jp/gcguide/gcinfo_286.htm,岩手県,3,286
