,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
480,7300,7300,彦根カントリー倶楽部,OUT,ベント(B),シルバー,2021.03.22,IN,ベント(B),シルバー,2021.03.22,72,5535,72.7,133
481,7301,7301,彦根カントリー倶楽部,OUT,ベント(B),レディース,2021.03.22,IN,ベント(B),レディース,2021.03.22,72,4694,67.7,124
482,7302,7302,彦根カントリー倶楽部,OUT,ベント(B),ゴールド,2021.03.22,IN,ベント(B),ゴールド,2021.03.22,72,4522,66.7,122
483,7303,7303,彦根カントリー倶楽部,OUT,ベント(B),オレンジ,2021.03.22,IN,ベント(B),オレンジ,2021.03.22,72,3912,63.4,114
484,4224,4224,下田城カントリー倶楽部,OUT,ベント,チャンピオン,2021.10.25,IN,ベント,チャンピオン,2021.10.25,72,7113,80.1,137
485,4225,4225,下田城カントリー倶楽部,OUT,ベント,バック,2021.10.25,IN,ベント,バック,2021.10.25,72,6672,77.8,132
486,4226,4226,下田城カントリー倶楽部,OUT,ベント,レギュラー,2021.10.25,IN,ベント,レギュラー,2021.10.25,72,6273,75.6,127
487,4227,4227,下田城カントリー倶楽部,OUT,ベント,ロント,2021.10.25,IN,ベント,ロント,2021.10.25,72,4638,66.5,108
488,9692,9692,北九州カントリー倶楽部,松,ベントメイン,バック,2016.03.24,竹,ベントメイン,バック,2016.03.24,72,6807,79.4,151
489,9693,9693,北九州カントリー倶楽部,松,ベントメイン,レギュラー,2016.03.24,竹,ベントメイン,レギュラー,2016.03.24,72,6477,77.5,147
490,9694,9694,北九州カントリー倶楽部,松,ベントメイン,フロント1,2016.03.24,竹,ベントメイン,フロント1,2016.03.24,72,6172,75.8,144
491,9695,9695,北九州カントリー倶楽部,松,ベントメイン,レディース1,2016.03.24,竹,ベントメイン,レディース1,2016.03.24,72,5728,73.2,138
492,9696,9696,北九州カントリー倶楽部,松,ベントメイン,レディース2,2016.03.24,竹,ベントメイン,レディース2,2016.03.24,72,5408,71.3,135
493,9697,9697,北九州カントリー倶楽部,松,ベントサブ,バック,2016.03.24,竹,ベントサブ,バック,2016.03.24,72,6548,77.8,148
494,9698,9698,北九州カントリー倶楽部,松,ベントサブ,レギュラー,2016.03.24,竹,ベントサブ,レギュラー,2016.03.24,72,6219,75.9,142
495,9699,9699,北九州カントリー倶楽部,松,ベントサブ,フロント1,2016.03.24,竹,ベントサブ,フロント1,2016.03.24,72,5916,74.2,139
496,9700,9700,北九州カントリー倶楽部,松,ベントサブ,レディース1,2016.03.24,竹,ベントサブ,レディース1,2016.03.24,72,5471,71.6,134
497,9701,9701,北九州カントリー倶楽部,松,ベントサブ,レディース2,2016.03.24,竹,ベントサブ,レディース2,2016.03.24,72,5150,69.7,131
498,9702,9702,北九州カントリー倶楽部,竹,ベントメイン,バック,2016.03.24,梅,ベントメイン,バック,2016.03.24,72,6401,77.4,147
499,9703,9703,北九州カントリー倶楽部,竹,ベントメイン,レギュラー,2016.03.24,梅,ベントメイン,レギュラー,2016.03.24,72,6111,75.8,144
500,9704,9704,北九州カントリー倶楽部,竹,ベントメイン,フロント1,2016.03.24,梅,ベントメイン,フロント1,2016.03.24,72,5718,73.7,139
501,9705,9705,北九州カントリー倶楽部,竹,ベントメイン,レディース1,2016.03.24,梅,ベントメイン,レディース1,2016.03.24,72,5272,71.2,134
502,9706,9706,北九州カントリー倶楽部,竹,ベントメイン,レディース2,2016.03.24,梅,ベントメイン,レディース2,2016.03.24,72,4853,68.9,129
503,9707,9707,北九州カントリー倶楽部,竹,ベントサブ,バック,2016.03.24,梅,ベントサブ,バック,2016.03.24,72,6192,75.7,144
504,9708,9708,北九州カントリー倶楽部,竹,ベントサブ,レギュラー,2016.03.24,梅,ベントサブ,レギュラー,2016.03.24,72,5904,74.1,141
505,9709,9709,北九州カントリー倶楽部,竹,ベントサブ,フロント1,2016.03.24,梅,ベントサブ,フロント1,2016.03.24,72,5509,72.0,137
506,9710,9710,北九州カントリー倶楽部,竹,ベントサブ,レディース1,2016.03.24,梅,ベントサブ,レディース1,2016.03.24,72,5067,69.5,131
507,9711,9711,北九州カントリー倶楽部,竹,ベントサブ,レディース2,2016.03.24,梅,ベントサブ,レディース2,2016.03.24,72,4600,66.9,126
508,9712,9712,北九州カントリー倶楽部,梅,ベントメイン,バック,2016.03.24,松,ベントメイン,バック,2016.03.24,72,6288,76.4,143
509,9713,9713,北九州カントリー倶楽部,梅,ベントメイン,レギュラー,2016.03.24,松,ベントメイン,レギュラー,2016.03.24,72,5998,74.7,139
510,9714,9714,北九州カントリー倶楽部,梅,ベントメイン,フロント1,2016.03.24,松,ベントメイン,フロント1,2016.03.24,72,5628,72.9,135
511,9715,9715,北九州カントリー倶楽部,梅,ベントメイン,レディース1,2016.03.24,松,ベントメイン,レディース1,2016.03.24,72,5228,70.8,130
512,9716,9716,北九州カントリー倶楽部,梅,ベントメイン,レディース2,2016.03.24,松,ベントメイン,レディース2,2016.03.24,72,5073,69.8,128
513,9717,9717,北九州カントリー倶楽部,梅,ベントサブ,バック,2016.03.24,松,ベントサブ,バック,2016.03.24,72,6072,74.7,143
514,9718,9718,北九州カントリー倶楽部,梅,ベントサブ,レギュラー,2016.03.24,松,ベントサブ,レギュラー,2016.03.24,72,5783,73.0,138
515,9719,9719,北九州カントリー倶楽部,梅,ベントサブ,フロント1,2016.03.24,松,ベントサブ,フロント1,2016.03.24,72,5415,71.2,134
516,9720,9720,北九州カントリー倶楽部,梅,ベントサブ,レディース1,2016.03.24,松,ベントサブ,レディース1,2016.03.24,72,5020,69.1,129
517,9721,9721,北九州カントリー倶楽部,梅,ベントサブ,レディース2,2016.03.24,松,ベントサブ,レディース2,2016.03.24,72,4816,67.8,127
518,7834,7834,有馬カンツリー倶楽部,OUT,ベント,Blue,2013.10.26,IN,ベント,Blue,2013.10.26,72,6738,78.4,145
519,7835,7835,有馬カンツリー倶楽部,OUT,ベント,Green,2013.10.26,IN,ベント,Green,2013.10.26,72,6442,76.8,142
520,7836,7836,有馬カンツリー倶楽部,OUT,ベント,White,2013.10.26,IN,ベント,White,2013.10.26,72,6196,75.5,139
521,7837,7837,有馬カンツリー倶楽部,OUT,ベント,Yellow,2013.10.26,IN,ベント,Yellow,2013.10.26,72,5729,72.9,133
522,7838,7838,有馬カンツリー倶楽部,OUT,ベント,Red,2013.10.26,IN,ベント,Red,2013.10.26,72,5321,70.6,122
523,7839,7839,有馬カンツリー倶楽部,OUT,ベント,Pink,2013.10.26,IN,ベント,Pink,2013.10.26,72,4973,67.7,115
540,272,272,札幌芙蓉カントリー倶楽部,OUT,ベント,バック,2018.04.13,IN,ベント,バック,2018.04.13,72,6840,79.6,141
541,273,273,札幌芙蓉カントリー倶楽部,OUT,ベント,レギュラー,2018.04.13,IN,ベント,レギュラー,2018.04.13,72,6365,76.9,135
542,274,274,札幌芙蓉カントリー倶楽部,OUT,ベント,フロント,2018.04.13,IN,ベント,フロント,2018.04.13,72,5925,74.5,130
543,275,275,札幌芙蓉カントリー倶楽部,OUT,ベント,レディース,2018.04.13,IN,ベント,レディース,2018.04.13,72,5440,71.9,126
544,9047,9047,徳山国際カントリー倶楽部,OUT,メインベント,バック,2009.07.02,IN,メインベント,バック,2009.07.02,72,6723,76.9,139
545,9048,9048,徳山国際カントリー倶楽部,OUT,メインベント,レギュラー,2009.07.02,IN,メインベント,レギュラー,2009.07.02,72,6219,74.2,131
546,9049,9049,徳山国際カントリー倶楽部,OUT,メインベント,フロント,2009.07.02,IN,メインベント,フロント,2009.07.02,72,5796,72.3,126
547,9050,9050,徳山国際カントリー倶楽部,OUT,メインベント,レディース,2009.07.02,IN,メインベント,レディース,2009.07.02,72,5175,69.2,118
548,9051,9051,徳山国際カントリー倶楽部,OUT,サブベント,バック,2009.07.02,IN,サブベント,バック,2009.07.02,72,6521,75.6,135
549,9052,9052,徳山国際カントリー倶楽部,OUT,サブベント,レギュラー,2009.07.02,IN,サブベント,レギュラー,2009.07.02,72,6022,72.9,128
550,9053,9053,徳山国際カントリー倶楽部,OUT,サブベント,フロント,2009.07.02,IN,サブベント,フロント,2009.07.02,72,5597,71.0,123
551,9054,9054,徳山国際カントリー倶楽部,OUT,サブベント,レディース,2009.07.02,IN,サブベント,レディース,2009.07.02,72,4976,68.1,115
552,7861,7861,淡路カントリー倶楽部,OUT,ベント,フロント,2007.04.04,IN,ベント,フロント,2007.04.04,72,6201,74.8,133
553,7862,7862,淡路カントリー倶楽部,OUT,ベント,ゴールド,2007.04.04,IN,ベント,ゴールド,2007.04.04,72,5594,71.7,124
554,7863,7863,淡路カントリー倶楽部,OUT,ベント,レディース,2007.04.04,IN,ベント,レディース,2007.04.04,72,5287,70.0,120
555,1828,1828,喜連川カントリー倶楽部,南,ベント,バック,2015.09.25,東,ベント,バック,2015.09.25,72,6896,79.5,141
556,1829,1829,喜連川カントリー倶楽部,南,ベント,レギュラー,2015.09.25,東,ベント,レギュラー,2015.09.25,72,6313,76.1,134
557,1830,1830,喜連川カントリー倶楽部,南,ベント,フロント1,2015.09.25,東,ベント,フロント1,2015.09.25,72,5281,70.2,122
558,1831,1831,喜連川カントリー倶楽部,東,ベント,バック,2015.09.25,西,ベント,バック,2015.09.25,72,6820,79.0,139
559,1832,1832,喜連川カントリー倶楽部,東,ベント,レギュラー,2015.09.25,西,ベント,レギュラー,2015.09.25,72,6290,75.9,133
560,1833,1833,喜連川カントリー倶楽部,東,ベント,フロント1,2015.09.25,西,ベント,フロント1,2015.09.25,72,5382,70.7,123
561,1834,1834,喜連川カントリー倶楽部,西,ベント,バック,2015.09.25,南,ベント,バック,2015.09.25,72,6916,79.5,144
562,1835,1835,喜連川カントリー倶楽部,西,ベント,レギュラー,2015.09.25,南,ベント,レギュラー,2015.09.25,72,6337,76.2,137
563,1836,1836,喜連川カントリー倶楽部,西,ベント,フロント1,2015.09.25,南,ベント,フロント1,2015.09.25,72,5315,70.3,124
564,8211,8211,よしのカントリー倶楽部,OUT,ベント,フロント,2009.12.03,IN,ベント,フロント,2009.12.03,72,6039,73.5,130
565,8212,8212,よしのカントリー倶楽部,OUT,ベント,レディース,2009.12.03,IN,ベント,レディース,2009.12.03,72,5826,72.4,127
566,5985,5985,裾野カンツリー倶楽部,OUT,ベント,チャンピオン,2017.03.24,IN,ベント,チャンピオン,2017.03.24,72,7106,80.0,145
567,5986,5986,裾野カンツリー倶楽部,OUT,ベント,バック,2017.03.24,IN,ベント,バック,2017.03.24,72,6824,78.5,141
568,5987,5987,裾野カンツリー倶楽部,OUT,ベント,レギュラー1,2017.03.24,IN,ベント,レギュラー1,2017.03.24,72,6487,76.8,137
569,5988,5988,裾野カンツリー倶楽部,OUT,ベント,レギュラー2,2017.03.24,IN,ベント,レギュラー2,2017.03.24,72,6218,75.3,134
570,5989,5989,裾野カンツリー倶楽部,OUT,ベント,レディース,2017.03.24,IN,ベント,レディース,2017.03.24,72,5608,72.0,128
571,8320,8320,鳥取カントリー倶楽部吉岡温泉コース,OUT,ベント,バック,2008.07.23,IN,ベント,バック,2008.07.23,72,6591,76.1,137
572,8321,8321,鳥取カントリー倶楽部吉岡温泉コース,OUT,ベント,レギュラー,2008.07.23,IN,ベント,レギュラー,2008.07.23,72,6384,75.0,134
573,8322,8322,鳥取カントリー倶楽部吉岡温泉コース,OUT,ベント,フロント,2008.07.23,IN,ベント,フロント,2008.07.23,72,6045,73.8,131
574,8323,8323,鳥取カントリー倶楽部吉岡温泉コース,OUT,ベント,レディース,2008.07.23,IN,ベント,レディース,2008.07.23,72,5495,71.0,123
575,1593,1593,大日向カントリー倶楽部,西,Aグリーン,バック_,2015.10.30,東,Aグリーン,バック_,2015.10.30,72,6963,77.9,141
576,1594,1594,大日向カントリー倶楽部,西,Aグリーン,レギュラー,2010.09.24,東,Aグリーン,レギュラー,2010.09.24,72,6502,75.5,135
577,1595,1595,大日向カントリー倶楽部,西,Aグリーン,フロント1,2010.09.24,東,Aグリーン,フロント1_,2010.09.24,72,6102,73.4,129
578,1596,1596,大日向カントリー倶楽部,西,Aグリーン,フロント2,2010.09.24,東,Aグリーン,フロント2,2010.09.24,72,5533,70.4,121
579,1597,1597,大日向カントリー倶楽部,西,Aグリーン,レディース1,2010.09.24,東,Aグリーン,レディース1_,2010.09.24,72,5137,68.7,117
580,1598,1598,大日向カントリー倶楽部,西,Bグリーン,バック_,2010.09.24,東,Bグリーン,バック_,2010.09.24,72,6860,77.3,139
581,1599,1599,大日向カントリー倶楽部,西,Bグリーン,レギュラー,2010.09.24,東,Bグリーン,レギュラー,2010.09.24,72,6371,74.8,133
586,1604,1604,大日向カントリー倶楽部,中,Aグリーン,レギュラー,2010.09.24,西,Aグリーン,レギュラー,2010.09.24,72,6591,75.9,136
587,1605,1605,大日向カントリー倶楽部,中,Aグリーン,フロント1_,2010.09.24,西,Aグリーン,フロント1,2010.09.24,72,6107,73.4,129
588,1606,1606,大日向カントリー倶楽部,中,Aグリーン,フロント2_,2010.09.24,西,Aグリーン,フロント2_,2010.09.24,72,5559,70.5,122
589,1607,1607,大日向カントリー倶楽部,中,Aグリーン,レディース1_,2010.09.24,西,Aグリーン,レディース1_,2010.09.24,72,5180,68.9,117
590,1608,1608,大日向カントリー倶楽部,中,Bグリーン,バック,2010.09.24,西,Bグリーン,バック,2010.09.24,72,6903,77.5,140
591,1609,1609,大日向カントリー倶楽部,中,Bグリーン,レギュラー,2010.09.24,西,Bグリーン,レギュラー_,2010.09.24,72,6470,75.2,134
592,1610,1610,大日向カントリー倶楽部,中,Bグリーン,フロント1,2010.09.24,西,Bグリーン,フロント1,2010.09.24,72,5986,72.7,128
593,1611,1611,大日向カントリー倶楽部,中,Bグリーン,フロント2,2010.09.24,西,Bグリーン,フロント2,2010.09.24,72,5438,69.9,120
594,1612,1612,大日向カントリー倶楽部,中,Bグリーン,レディース1_,2010.09.24,西,Bグリーン,レディース1_,2010.09.24,72,5059,68.3,116
595,1613,1613,大日向カントリー倶楽部,東,Aグリーン,バック,2010.09.24,中,Aグリーン,バック,2010.09.24,72,6949,78.1,142
596,1614,1614,大日向カントリー倶楽部,東,Aグリーン,レギュラー_,2010.09.24,中,Aグリーン,レギュラー_,2010.09.24,72,6521,75.8,136
597,1615,1615,大日向カントリー倶楽部,東,Aグリーン,フロント1,2010.09.24,中,Aグリーン,フロント1,2010.09.24,72,6167,73.9,131
598,1616,1616,大日向カントリー倶楽部,東,Aグリーン,フロント2,2010.09.24,中,Aグリーン,フロント2,2010.09.24,72,5596,70.9,123
599,1617,1617,大日向カントリー倶楽部,東,Aグリーン,レディース1,2010.09.24,中,Aグリーン,レディース1,2010.09.24,72,5141,68.8,117
600,1618,1618,大日向カントリー倶楽部,東,Bグリーン,バック,2010.09.24,中,Bグリーン,バック,2010.09.24,72,6859,77.5,140
601,1619,1619,大日向カントリー倶楽部,東,Bグリーン,レギュラー,2010.09.24,中,Bグリーン,レギュラー,2010.09.24,72,6403,75.1,134
602,1620,1620,大日向カントリー倶楽部,東,Bグリーン,フロント1_,2010.09.24,中,Bグリーン,フロント1_,2010.09.24,72,6077,73.4,129
603,1621,1621,大日向カントリー倶楽部,東,Bグリーン,フロント2,2010.09.24,中,Bグリーン,フロント2,2010.09.24,72,5506,70.4,121
604,1622,1622,大日向カントリー倶楽部,東,Bグリーン,レディース1_,2010.09.24,中,Bグリーン,レディース1,2010.09.24,72,5051,68.4,116
605,2340,2340,ツインレイクスカントリー倶楽部,OUT,ベント,フルバック,2020.07.14,IN,ベント,フルバック,2020.07.14,72,7120,80.8,145
606,2341,2341,ツインレイクスカントリー倶楽部,OUT,ベント,バック,2020.07.14,IN,ベント,バック,2020.07.14,72,6743,78.5,142
607,2342,2342,ツインレイクスカントリー倶楽部,OUT,ベント,フロント1,2020.07.14,IN,ベント,フロント1,2020.07.14,72,6272,75.8,136
608,2343,2343,ツインレイクスカントリー倶楽部,OUT,ベント,フロント2,2020.07.14,IN,ベント,フロント2,2020.07.14,72,5739,72.6,131
609,2344,2344,ツインレイクスカントリー倶楽部,OUT,ベント,レディース,2020.07.14,IN,ベント,レディース,2020.07.14,72,5024,68.6,121
610,5558,5558,岐阜北カントリー倶楽部,西,ベント,バック,2003.10.29,東,ベント,バック,2003.10.29,72,6488,75.4,134
611,5559,5559,岐阜北カントリー倶楽部,西,ベント,レギュラー,2003.10.29,東,ベント,レギュラー,2003.10.29,72,6068,73.4,129
612,5560,5560,岐阜北カントリー倶楽部,西,ベント,レディス,2003.10.29,東,ベント,レディス,2003.10.29,72,5558,71.0,123
613,5561,5561,岐阜北カントリー倶楽部,西,コーライ,バック_,2003.10.29,東,コーライ,バック_,2003.10.29,72,6293,74.5,132
614,5562,5562,岐阜北カントリー倶楽部,西,コーライ,レギュラー,2003.10.29,東,コーライ,レギュラー_,2003.10.29,72,5877,73.3,129
615,5563,5563,岐阜北カントリー倶楽部,西,コーライ,レディス_,2003.10.29,東,コーライ,レディス,2003.10.29,72,5363,70.4,121
616,683,683,仙台カントリー倶楽部,OUT,ベント,レギュラー,2009.06.22,IN,ベント,レギュラー,2009.06.22,72,5816,72.6,127
617,684,684,仙台カントリー倶楽部,OUT,ベント,バック,2009.06.22,IN,ベント,バック,2009.06.22,72,6557,76.5,137
618,685,685,仙台カントリー倶楽部,OUT,ベント,フロント,2009.06.22,IN,ベント,フロント,2009.06.22,72,5057,68.9,117
619,686,686,仙台カントリー倶楽部,OUT,ベント,レディース,2009.06.22,IN,ベント,レディース,2009.06.22,72,5026,68.8,117
620,9853,9853,大博多カントリー倶楽部,桧,ベント(B1),レディース1,2008.09.13,松,ベント(B1),レディース1_,2008.02.27,72,6192,74.2,131
621,9854,9854,大博多カントリー倶楽部,桧,ベント(B1),レディース2,2008.09.13,松,ベント(B1),レディース2,2008.09.13,72,5637,71.0,123
622,9855,9855,大博多カントリー倶楽部,桧,ベント(B2),レディース1_,2008.09.13,松,ベント(B2),レディース1_,2008.09.13,72,5966,72.8,128
623,9856,9856,大博多カントリー倶楽部,桧,ベント(B2),レディース2_,2008.09.13,松,ベント(B2),レディース2_,2008.09.13,72,5426,69.8,120
624,9857,9857,大博多カントリー倶楽部,松,ベント(B1),レディース1,2008.09.13,杉,ベント(B1),レディース1,2008.09.13,72,5887,73.1,129
625,9858,9858,大博多カントリー倶楽部,松,ベント(B1),レディース2,2008.09.13,杉,ベント(B1),レディース2,2008.09.13,72,5297,69.8,120
626,9859,9859,大博多カントリー倶楽部,松,ベント(B2),レディース1,2008.09.13,杉,ベント(B2),レディース1,2008.09.13,72,5739,72.0,126
627,9860,9860,大博多カントリー倶楽部,松,ベント(B2),レディース2,2008.09.13,杉,ベント(B2),レディース2_,2008.09.13,72,5165,69.0,117
628,9861,9861,大博多カントリー倶楽部,杉,ベント(B1),レディース1_,2008.09.13,桧,ベント(B1),レディース1_,2008.09.13,72,5855,72.6,127
629,9862,9862,大博多カントリー倶楽部,杉,ベント(B1),レディース2_,2008.09.13,桧,ベント(B1),レディース2_,2008.09.13,72,5462,70.4,121
630,9863,9863,大博多カントリー倶楽部,杉,ベント(B2),レディース1,2008.09.13,桧,ベント(B2),レディース1,2008.09.13,72,5641,71.2,123
631,9864,9864,大博多カントリー倶楽部,杉,ベント(B2),レディース2,2008.09.13,桧,ベント(B2),レディース2,2008.09.13,72,5245,69.2,118
632,1108,1108,棚倉田舎倶楽部,東,ベント,BT,2018.09.03,西,ベント,BT,2018.09.03,72,7127,80.6,144
633,1109,1109,棚倉田舎倶楽部,東,ベント,RT,2018.09.03,西,ベント,RT,2018.09.03,72,6544,77.4,137
634,1110,1110,棚倉田舎倶楽部,東,ベント,FT1/LT1,2018.09.03,西,ベント,FT1/LT1,2018.09.03,72,6158,75.1,134
635,1111,1111,棚倉田舎倶楽部,東,ベント,LT2,2018.09.03,西,ベント,LT2,2018.09.03,72,5203,69.5,122
636,1112,1112,棚倉田舎倶楽部,中,ベント,BT,2018.09.03,東,ベント,BT,2018.09.03,72,7063,80.7,142
637,1113,1113,棚倉田舎倶楽部,中,ベント,RT,2018.09.03,東,ベント,RT,2018.09.03,72,6433,76.8,136
638,1114,1114,棚倉田舎倶楽部,中,ベント,FT1/LT1,2018.09.03,東,ベント,FT1/LT1,2018.09.03,72,6080,74.9,132
639,1115,1115,棚倉田舎倶楽部,中,ベント,LT2,2018.09.03,東,ベント,LT2,2018.09.03,72,5201,69.8,122
640,1116,1116,棚倉田舎倶楽部,西,ベント,BT,2018.09.03,中,ベント,BT,2018.09.03,72,7044,80.9,142
641,1117,1117,棚倉田舎倶楽部,西,ベント,RT,2018.09.03,中,ベント,RT,2018.09.03,72,6561,78.2,135
642,1118,1118,棚倉田舎倶楽部,西,ベント,FT1/LT1,2018.09.03,中,ベント,FT1/LT1,2018.09.03,72,6246,76.2,130
643,1119,1119,棚倉田舎倶楽部,西,ベント,LT2,2018.09.03,中,ベント,LT2,2018.09.03,72,5272,70.5,122
644,4920,4920,わかさカントリー倶楽部,すいげつ湖,ベント,ブラック,2004.06.07,ひゅうが湖,ベント,ブラック,2004.06.07,72,6784,76.8,138
645,4921,4921,わかさカントリー倶楽部,すいげつ湖,ベント,ブルー,2004.06.07,ひゅうが湖,ベント,ブルー,2004.06.07,72,6577,75.8,136
646,4922,4922,わかさカントリー倶楽部,すいげつ湖,ベント,ホワイト,2004.06.07,ひゅうが湖,ベント,ホワイト,2004.06.07,72,6291,74.4,132
647,4923,4923,わかさカントリー倶楽部,すいげつ湖,ベント,ゴールド_,2004.06.07,ひゅうが湖,ベント,ゴールド_,2004.06.07,72,6043,73.0,128
648,4924,4924,わかさカントリー倶楽部,すいげつ湖,ベント,レッド,2004.06.07,ひゅうが湖,ベント,レッド_,2004.06.07,72,5448,70.1,120
649,4925,4925,わかさカントリー倶楽部,ひゅうが湖,ベント,ブラック_,2004.06.07,すが湖,ベント,ブラック_,2004.06.07,72,6886,76.4,137
650,4926,4926,わかさカントリー倶楽部,ひゅうが湖,ベント,ブルー,2004.06.07,すが湖,ベント,ブルー,2004.06.07,72,6418,74.9,133
651,4927,4927,わかさカントリー倶楽部,ひゅうが湖,ベント,ホワイト_,2004.06.07,すが湖,ベント,ホワイト,2004.06.07,72,6116,73.4,129
652,4928,4928,わかさカントリー倶楽部,ひゅうが湖,ベント,ゴールド,2004.06.07,すが湖,ベント,ゴールド_,2004.06.07,72,5856,72.0,126
653,4929,4929,わかさカントリー倶楽部,ひゅうが湖,ベント,レッド,2004.06.07,すが湖,ベント,レッド,2004.06.07,72,5408,69.7,120
654,4930,4930,わかさカントリー倶楽部,すが湖,ベント,ブラック,2004.06.07,すいげつ湖,ベント,ブラック,2004.06.07,72,6900,77.6,140
655,4931,4931,わかさカントリー倶楽部,すが湖,ベント,ブルー,2004.06.07,すいげつ湖,ベント,ブルー_,2004.06.07,72,6639,76.3,137
656,4932,4932,わかさカントリー倶楽部,すが湖,ベント,ホワイト,2004.06.07,すいげつ湖,ベント,ホワイト_,2004.06.07,72,6343,74.8,133
657,4933,4933,わかさカントリー倶楽部,すが湖,ベント,ゴールド,2004.06.07,すいげつ湖,ベント,ゴールド,2004.06.07,72,6083,73.4,129
658,4934,4934,わかさカントリー倶楽部,すが湖,ベント,レッド_,2004.06.07,すいげつ湖,ベント,レッド,2004.06.07,72,5432,70.0,120
659,5802,5802,足柄森林カントリー倶楽部,OUT,Aグリーン,バック,2015.09.09,IN,Aグリーン,バック,2015.09.09,72,6475,77.5,138
660,5803,5803,足柄森林カントリー倶楽部,OUT,Aグリーン,レギュラー,2015.09.09,IN,Aグリーン,レギュラー,2015.09.09,72,6045,75.0,134
661,5804,5804,足柄森林カントリー倶楽部,OUT,Aグリーン,レディース,2015.09.09,IN,Aグリーン,レディース,2015.09.09,72,5028,69.4,121
662,5805,5805,足柄森林カントリー倶楽部,OUT,Bグリーン,バック,2015.09.09,IN,Bグリーン,バック,2015.09.09,72,6315,76.6,135
663,5806,5806,足柄森林カントリー倶楽部,OUT,Bグリーン,レギュラー,2015.09.09,IN,Bグリーン,レギュラー,2015.09.09,72,5884,74.2,130
664,5807,5807,足柄森林カントリー倶楽部,OUT,Bグリーン,レディース,2015.09.09,IN,Bグリーン,レディース,2015.09.09,72,4968,69.0,119
665,3448,3448,佐倉カントリー倶楽部,OUT,ベント,バック,2013.11.20,IN,ベント,バック,2013.11.20,72,6239,76.4,135
666,3449,3449,佐倉カントリー倶楽部,OUT,ベント,レギュラー,2013.11.20,IN,ベント,レギュラー,2013.11.20,72,5888,74.4,131
667,3450,3450,佐倉カントリー倶楽部,OUT,ベント,フロント,2013.11.20,IN,ベント,フロント,2013.11.20,72,5640,72.8,129
668,3451,3451,佐倉カントリー倶楽部,OUT,ベント,レディース,2013.11.20,IN,ベント,レディース,2013.11.20,72,4749,68.0,118
669,3452,3452,佐倉カントリー倶楽部,OUT,コーライ,バック,2013.11.20,IN,コーライ,バック,2013.11.20,72,6106,75.9,134
670,3453,3453,佐倉カントリー倶楽部,OUT,コーライ,レギュラー,2013.11.20,IN,コーライ,レギュラー,2013.11.20,72,5755,73.9,130
671,3454,3454,佐倉カントリー倶楽部,OUT,コーライ,フロント,2013.11.20,IN,コーライ,フロント,2013.11.20,72,5507,72.3,127
672,3455,3455,佐倉カントリー倶楽部,OUT,コーライ,レディース,2013.11.20,IN,コーライ,レディース,2013.11.20,72,4616,67.4,117
673,2053,2053,鶴カントリー倶楽部,東,右グリーン,バック,2021.06.11,中,右グリーン,バック,2021.06.11,72,6621,78.7,136
674,2054,2054,鶴カントリー倶楽部,東,右グリーン,レギュラー,2021.06.11,中,右グリーン,レギュラー,2021.06.11,72,6401,77.5,134
675,2055,2055,鶴カントリー倶楽部,東,右グリーン,フロント1,2021.06.11,中,右グリーン,フロント1,2021.06.11,72,5817,74.2,127
676,2056,2056,鶴カントリー倶楽部,東,右グリーン,レディース,2021.06.11,中,右グリーン,レディース,2021.06.11,72,4980,69.7,117
677,2057,2057,鶴カントリー倶楽部,東,左グリーン,バック,2021.06.11,中,左グリーン,バック,2021.06.11,72,6674,79.0,137
678,2058,2058,鶴カントリー倶楽部,東,左グリーン,レギュラー,2021.06.11,中,左グリーン,レギュラー,2021.06.11,72,6455,77.8,135
679,2059,2059,鶴カントリー倶楽部,東,左グリーン,フロント1,2021.06.11,中,左グリーン,フロント1,2021.06.11,72,5878,74.6,128
680,2060,2060,鶴カントリー倶楽部,東,左グリーン,レディース,2021.06.11,中,左グリーン,レディース,2021.06.11,72,5061,70.3,118
681,2061,2061,鶴カントリー倶楽部,中,右グリーン,バック,2021.06.11,西,右グリーン,バック,2021.06.11,72,6816,79.2,138
682,2062,2062,鶴カントリー倶楽部,中,右グリーン,レギュラー,2021.06.11,西,右グリーン,レギュラー,2021.06.11,72,6466,77.3,134
683,2063,2063,鶴カントリー倶楽部,中,右グリーン,フロント1,2021.06.11,西,右グリーン,フロント1,2021.06.11,72,6023,74.8,129
684,2064,2064,鶴カントリー倶楽部,中,右グリーン,レディース,2021.06.11,西,右グリーン,レディース,2021.06.11,72,5065,69.7,118
685,2065,2065,鶴カントリー倶楽部,中,左グリーン,バック,2021.06.11,西,左グリーン,バック,2021.06.11,72,6732,78.7,138
686,2066,2066,鶴カントリー倶楽部,中,左グリーン,レギュラー,2021.06.11,西,左グリーン,レギュラー,2021.06.11,72,6380,76.8,133
687,2067,2067,鶴カントリー倶楽部,中,左グリーン,フロント1,2021.06.11,西,左グリーン,フロント1,2021.06.11,72,5938,74.5,128
688,2068,2068,鶴カントリー倶楽部,中,左グリーン,レディース,2021.06.11,西,左グリーン,レディース,2021.06.11,72,5010,69.5,118
