,Unnamed: 0,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
4072,葉山国際カンツリー倶楽部,OUT・ダイヤ,Lグリーン(ベント),バック,2014.01.01,イン・ダイヤ,Lグリーン(ベント),バック,2014.01.01,72,6312,74.3,133
4073,葉山国際カンツリー倶楽部,OUT・ダイヤ,Lグリーン(ベント),レギュラー,2014.01.01,イン・ダイヤ,Lグリーン(ベント),レギュラー,2014.01.01,72,6017,72.7,128
4074,葉山国際カンツリー倶楽部,OUT・ダイヤ,Lグリーン(ベント),レディース,2014.01.01,イン・ダイヤ,Lグリーン(ベント),レディース,2014.01.01,72,5402,69.7,120
4075,葉山国際カンツリー倶楽部,OUT・エメラルド,ベント,バック,2014.09.29,イン・エメラルド,ベント,バック,2014.09.29,71,5770,75.0,131
4076,葉山国際カンツリー倶楽部,OUT・エメラルド,ベント,レギュラー,2014.09.29,イン・エメラルド,ベント,レギュラー,2014.09.29,71,5453,73.1,127
4077,葉山国際カンツリー倶楽部,OUT・エメラルド,ベント,フロント,2014.09.29,イン・エメラルド,ベント,フロント,2014.09.29,71,4958,70.3,122
4078,葉山国際カンツリー倶楽部,OUT・エメラルド,ベント,レディース,2014.09.29,イン・エメラルド,ベント,レディース,2014.09.29,71,4474,67.3,117
4079,平塚富士見カントリークラブ,平塚OUT,Aグリーン,チャンピオン,2010.05.10,平塚イン,Aグリーン,チャンピオン,2010.05.10,72,6465,76.3,137
4080,平塚富士見カントリークラブ,平塚OUT,Aグリーン,バック,2010.05.10,平塚イン,Aグリーン,バック,2010.05.10,72,6448,76.2,137
4081,平塚富士見カントリークラブ,平塚OUT,Aグリーン,レギュラー,2010.05.10,平塚イン,Aグリーン,レギュラー,2010.05.10,72,6090,74.4,132
4082,平塚富士見カントリークラブ,平塚OUT,Aグリーン,レディース,2010.05.10,平塚イン,Aグリーン,レディース,2010.05.10,72,5863,73.2,129
4083,平塚富士見カントリークラブ,平塚OUT,Bグリーン,チャンピオン,2010.05.10,平塚イン,Bグリーン,チャンピオン,2010.05.10,72,6338,75.7,135
4084,平塚富士見カントリークラブ,平塚OUT,Bグリーン,バック,2010.05.10,平塚イン,Bグリーン,バック,2010.05.10,72,6321,75.6,135
4085,平塚富士見カントリークラブ,平塚OUT,Bグリーン,レギュラー,2010.05.10,平塚イン,Bグリーン,レギュラー,2010.05.10,72,5963,73.7,130
4086,平塚富士見カントリークラブ,平塚OUT,Bグリーン,レディース,2010.05.10,平塚イン,Bグリーン,レディース,2010.05.10,72,5736,72.5,127
4087,平塚富士見カントリークラブ,大磯OUT,Aグリーン,チャンピオン,2010.05.10,大磯イン,Aグリーン,チャンピオン,2010.05.10,72,6584,76.6,138
4088,平塚富士見カントリークラブ,大磯OUT,Aグリーン,バック,2010.05.10,大磯イン,Aグリーン,バック,2010.05.10,72,6546,76.4,137
4089,平塚富士見カントリークラブ,大磯OUT,Aグリーン,レギュラー,2010.05.10,大磯イン,Aグリーン,レギュラー,2010.05.10,72,6086,74.0,131
4090,平塚富士見カントリークラブ,大磯OUT,Aグリーン,レディース,2010.05.10,大磯イン,Aグリーン,レディース,2010.05.10,72,5775,72.3,126
4091,平塚富士見カントリークラブ,大磯OUT,Bグリーン,チャンピオン,2010.05.10,大磯イン,Bグリーン,チャンピオン,2010.05.10,72,6460,76.0,136
4092,平塚富士見カントリークラブ,大磯OUT,Bグリーン,バック,2010.05.10,大磯イン,Bグリーン,バック,2010.05.10,72,6422,75.8,136
4093,平塚富士見カントリークラブ,大磯OUT,Bグリーン,レギュラー,2010.05.10,大磯イン,Bグリーン,レギュラー,2010.05.10,72,5962,73.4,129
4094,平塚富士見カントリークラブ,大磯OUT,Bグリーン,レディース,2010.05.10,大磯イン,Bグリーン,レディース,2010.05.10,72,5652,71.8,125
4095,芙蓉カントリー倶楽部,OUT,G-1,バック,2008.10.16,IN,G-1,バック,2008.10.16,70,5905,74.2,131
4096,芙蓉カントリー倶楽部,OUT,G-1,レギュラー,2008.10.16,IN,G-1,レギュラー,2008.10.16,70,5432,71.7,125
4097,芙蓉カントリー倶楽部,OUT,G-1,フロント1,2008.10.16,IN,G-1,フロント1,2008.10.16,70,5390,71.5,124
4098,芙蓉カントリー倶楽部,OUT,G-2,バック,2008.10.16,IN,G-2,バック,2008.10.16,70,5758,73.4,129
4099,芙蓉カントリー倶楽部,OUT,G-2,レギュラー,2008.10.16,IN,G-2,レギュラー,2008.10.16,70,5285,71.0,123
4100,芙蓉カントリー倶楽部,OUT,G-2,フロント1,2008.10.16,IN,G-2,フロント1,2008.10.16,70,5243,70.7,122
4101,程ヶ谷カントリー倶楽部,OUT,Aグリーン,バック,2011.05.17,IN,Aグリーン,バック,2011.05.17,72,6797,80.3,143
4102,程ヶ谷カントリー倶楽部,OUT,Aグリーン,レギュラー,2011.05.17,IN,Aグリーン,レギュラー,2011.05.17,72,6294,77.5,137
4103,程ヶ谷カントリー倶楽部,OUT,Aグリーン,フロント,2011.05.17,IN,Aグリーン,フロント,2011.05.17,72,5959,75.4,133
4104,程ヶ谷カントリー倶楽部,OUT,Bグリーン,バック,2011.05.17,IN,Bグリーン,バック,2011.05.17,72,6654,79.6,140
4105,程ヶ谷カントリー倶楽部,OUT,Bグリーン,レギュラー,2011.05.17,IN,Bグリーン,レギュラー,2011.05.17,72,6151,76.6,137
4106,程ヶ谷カントリー倶楽部,OUT,Bグリーン,フロント,2011.05.17,IN,Bグリーン,フロント,2011.05.17,72,5815,74.5,134
4107,本厚木カンツリークラブ,OUT,P-グリーン,バック,2021.10.06,IN,P-グリーン,バック,2021.10.06,72,6821,78.9,131
4108,本厚木カンツリークラブ,OUT,P-グリーン,レギュラー,2021.10.06,IN,P-グリーン,レギュラー,2021.10.06,72,6433,76.8,126
4109,本厚木カンツリークラブ,OUT,P-グリーン,フロント1,2021.10.06,IN,P-グリーン,フロント1,2021.10.06,72,5765,73.1,119
4110,本厚木カンツリークラブ,OUT,P-グリーン,フロント2,2021.10.06,IN,P-グリーン,フロント2,2021.10.06,72,5521,71.8,115
4111,本厚木カンツリークラブ,OUT,T-グリーン,バック,2021.10.06,IN,T-グリーン,バック,2021.10.06,72,6552,77.4,132
4112,本厚木カンツリークラブ,OUT,T-グリーン,レギュラー,2021.10.06,IN,T-グリーン,レギュラー,2021.10.06,72,6153,75.1,127
4113,本厚木カンツリークラブ,OUT,T-グリーン,フロント1,2021.10.06,IN,T-グリーン,フロント1,2021.10.06,72,5522,71.6,121
4114,本厚木カンツリークラブ,OUT,T-グリーン,フロント2,2021.10.06,IN,T-グリーン,フロント2,2021.10.06,72,5278,70.3,118
4115,湯河原カンツリー倶楽部,OUT,ベント,バック,2016.04.12,IN,ベント,バック,2016.04.12,72,5805,76.0,133
4116,湯河原カンツリー倶楽部,OUT,ベント,レギュラー,2016.04.12,IN,ベント,レギュラー,2016.04.12,72,5565,74.7,130
4117,湯河原カンツリー倶楽部,OUT,ベント,フロント1,2016.04.12,IN,ベント,フロント1,2016.04.12,72,5221,72.8,126
4118,湯河原カンツリー倶楽部,OUT,コーライ,バック,2016.04.12,IN,コーライ,バック,2016.04.12,72,5508,74.1,127
4119,湯河原カンツリー倶楽部,OUT,コーライ,レギュラー,2016.04.12,IN,コーライ,レギュラー,2016.04.12,72,5286,72.8,125
4120,湯河原カンツリー倶楽部,OUT,コーライ,フロント1,2016.04.12,IN,コーライ,フロント1,2016.04.12,72,4965,71.1,121
4121,横浜カントリークラブ,西OUT,ベント,ブラック,2016.07.28,西イン,ベント,ブラック,2016.07.28,71,6938,79.8,146
4122,横浜カントリークラブ,西OUT,ベント,グリーン,2016.07.28,西イン,ベント,グリーン,2016.07.28,71,6621,78.0,143
4123,横浜カントリークラブ,西OUT,ベント,ブルー,2016.07.28,西イン,ベント,ブルー,2016.07.28,71,6311,76.5,138
4124,横浜カントリークラブ,西OUT,ベント,ホワイト,2016.07.28,西イン,ベント,ホワイト,2016.07.28,71,5707,73.1,132
4125,横浜カントリークラブ,西OUT,ベント,イエロー,2016.07.28,西イン,ベント,イエロー,2016.07.28,71,5257,70.6,127
4126,横浜カントリークラブ,東OUT,ベント,ブラック,2016.07.28,東イン,ベント,ブラック,2016.07.28,73,6508,77.4,138
4127,横浜カントリークラブ,東OUT,ベント,ブルー,2016.07.28,東イン,ベント,ブルー,2016.07.28,73,6157,75.5,133
4128,横浜カントリークラブ,東OUT,ベント,ホワイト,2016.07.28,東イン,ベント,ホワイト,2016.07.28,73,5826,73.7,130
4129,横浜カントリークラブ,東OUT,ベント,ゴールド,2016.07.28,東イン,ベント,ゴールド,2016.07.28,73,5146,69.9,122
4130,レイクウッドゴルフクラブ,東OUT,ベント,バック,2018.04.02,東イン,ベント,バック,2018.04.02,72,6130,75.7,136
4131,レイクウッドゴルフクラブ,東OUT,ベント,レギュラー,2018.04.02,東イン,ベント,レギュラー,2018.04.02,72,5775,73.7,132
4132,レイクウッドゴルフクラブ,東OUT,ベント,レディース,2018.04.02,東イン,ベント,レディース,2018.04.02,72,5317,71.1,126
4133,レイクウッドゴルフクラブ,西OUT,Aグリーン,バック,2017.06.26,西イン,Aグリーン,バック,2017.06.26,72,6587,77.7,135
4134,レイクウッドゴルフクラブ,西OUT,Aグリーン,レギュラー,2017.06.26,西イン,Aグリーン,レギュラー,2017.06.26,72,6056,74.8,129
4135,レイクウッドゴルフクラブ,西OUT,Aグリーン,レディース,2017.06.26,西イン,Aグリーン,レディース,2017.06.26,72,5472,71.6,122
4136,レイクウッドゴルフクラブ,西OUT,Bグリーン,バック,2017.06.26,西イン,Bグリーン,バック,2017.06.26,72,6627,78.4,137
4137,レイクウッドゴルフクラブ,西OUT,Bグリーン,レギュラー,2017.06.26,西イン,Bグリーン,レギュラー,2017.06.26,72,6096,75.5,131
4138,レイクウッドゴルフクラブ,西OUT,Bグリーン,レディース,2017.06.26,西イン,Bグリーン,レディース,2017.06.26,72,5520,72.4,124
4139,レインボーカントリー倶楽部,OUT,Bグリーン,BT,2018.07.23,IN,Bグリーン,BT,2018.07.23,72,6615,78.4,139
4140,レインボーカントリー倶楽部,OUT,Bグリーン,RT,2018.07.23,IN,Bグリーン,RT,2018.07.23,72,6303,76.9,135
4141,レインボーカントリー倶楽部,OUT,Bグリーン,FT1,2018.07.23,IN,Bグリーン,FT1,2018.07.23,72,5956,75.1,132
4142,レインボーカントリー倶楽部,OUT,Bグリーン,LT,2018.07.23,IN,Bグリーン,LT,2018.07.23,72,5214,71.1,123
4143,レインボーカントリー倶楽部,OUT,Rグリーン,BT,2018.07.23,IN,Rグリーン,BT,2018.07.23,72,6436,76.9,137
4144,レインボーカントリー倶楽部,OUT,Rグリーン,RT,2018.07.23,IN,Rグリーン,RT,2018.07.23,72,6128,75.2,134
4145,レインボーカントリー倶楽部,OUT,Rグリーン,FT1,2018.07.23,IN,Rグリーン,FT1,2018.07.23,72,5760,73.4,129
4146,レインボーカントリー倶楽部,OUT,Rグリーン,LT,2018.07.23,IN,Rグリーン,LT,2018.07.23,72,5049,69.5,121
4147,レインボーカントリー倶楽部,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
4148,阿賀高原ゴルフ倶楽部,かえで,ベント,バック,2015.09.03,ぶな,ベント,バック,2015.09.03,72,6898,79.9,140
4149,阿賀高原ゴルフ倶楽部,かえで,ベント,レギュラー,2015.09.03,ぶな,ベント,レギュラー,2015.09.03,72,6407,77.1,135
4150,阿賀高原ゴルフ倶楽部,かえで,ベント,フロント1,2015.09.03,ぶな,ベント,フロント1,2015.09.03,72,6112,75.3,132
4151,阿賀高原ゴルフ倶楽部,かえで,ベント,レディース,2015.09.03,ぶな,ベント,レディース,2015.09.03,72,5491,71.8,124
4152,阿賀高原ゴルフ倶楽部,ぶな,ベント,バック,2015.09.03,けやき,ベント,バック,2015.09.03,72,6803,79.5,140
4153,阿賀高原ゴルフ倶楽部,ぶな,ベント,レギュラー,2015.09.03,けやき,ベント,レギュラー,2015.09.03,72,6367,77.0,136
4154,阿賀高原ゴルフ倶楽部,ぶな,ベント,フロント1,2015.09.03,けやき,ベント,フロント1,2015.09.03,72,6120,75.4,133
4155,阿賀高原ゴルフ倶楽部,ぶな,ベント,レディース,2015.09.03,けやき,ベント,レディース,2015.09.03,72,5436,71.5,125
4156,阿賀高原ゴルフ倶楽部,けやき,ベント,バック,2015.09.03,かえで,ベント,バック,2015.09.03,72,6793,79.2,138
4157,阿賀高原ゴルフ倶楽部,けやき,ベント,レギュラー,2015.09.03,かえで,ベント,レギュラー,2015.09.03,72,6328,76.5,134
4158,阿賀高原ゴルフ倶楽部,けやき,ベント,フロント1,2015.09.03,かえで,ベント,フロント1,2015.09.03,72,6072,74.9,131
4159,阿賀高原ゴルフ倶楽部,けやき,ベント,レディース,2015.09.03,かえで,ベント,レディース,2015.09.03,72,5351,70.9,122
4160,石地シーサイドカントリークラブ,OUT,ベント,バック,2010.07.09,IN,ベント,バック,2010.07.09,72,6560,76.6,138
4161,石地シーサイドカントリークラブ,OUT,ベント,レギュラー,2010.07.09,IN,ベント,レギュラー,2010.07.09,72,6147,74.5,132
4162,石地シーサイドカントリークラブ,OUT,ベント,フロント1,2010.07.09,IN,ベント,フロント1,2010.07.09,72,5795,72.6,127
4163,石地シーサイドカントリークラブ,OUT,ベント,フロント2,2010.07.09,IN,ベント,フロント2,2010.07.09,72,5372,70.4,121
4164,石地シーサイドカントリークラブ,OUT,ベント,レディース1,2010.07.09,IN,ベント,レディース1,2010.07.09,72,5146,69.4,119
4165,糸魚川カントリークラブ,OUT,ベント,バック,2009.06.10,IN,ベント,バック,2009.06.10,72,6549,76.6,138
4166,糸魚川カントリークラブ,OUT,ベント,レギュラー,2009.06.10,IN,ベント,レギュラー,2009.06.10,72,6184,74.7,133
4167,糸魚川カントリークラブ,OUT,ベント,フロント1,2009.06.10,IN,ベント,フロント1,2009.06.10,72,5777,72.5,127
4168,糸魚川カントリークラブ,OUT,ベント,フロント2,2009.06.10,IN,ベント,フロント2,2009.06.10,72,5336,70.2,121
4169,イーストヒルゴルフクラブ,OUT,ベント,バック1,2021.10.26,IN,ベント,バック1,2021.10.26,72,6721,78.4,138
4170,イーストヒルゴルフクラブ,OUT,ベント,バック2,2021.10.26,IN,ベント,バック2,2021.10.26,72,6355,76.5,133
4171,イーストヒルゴルフクラブ,OUT,ベント,レギュラー,2021.10.26,IN,ベント,レギュラー,2021.10.26,72,6043,74.9,130
4172,イーストヒルゴルフクラブ,OUT,ベント,フロント1,2021.10.26,IN,ベント,フロント1,2021.10.26,72,5395,71.3,122
4173,イーストヒルゴルフクラブ,OUT,ベント,フロント2,2021.10.26,IN,ベント,フロント2,2021.10.26,72,4702,67.6,114
4174,越後ゴルフ倶楽部,OUT,ベント,バック,2013.06.13,IN,ベント,バック,2013.06.13,72,7210,81.0,142
4175,越後ゴルフ倶楽部,OUT,ベント,レギュラー,2013.06.13,IN,ベント,レギュラー,2013.06.13,72,6737,78.2,136
4176,越後ゴルフ倶楽部,OUT,ベント,フロント1,2013.06.13,IN,ベント,フロント1,2013.06.13,72,6360,76.1,131
4177,越後ゴルフ倶楽部,OUT,ベント,フロント2,2013.06.13,IN,ベント,フロント2,2013.06.13,72,5629,71.9,122
4178,越後ゴルフ倶楽部,OUT,ベント,レディース1,2013.06.13,IN,ベント,レディース1,2013.06.13,72,5034,68.4,116
4179,小千谷カントリークラブ,OUT,ベント,バック,2010.06.08,IN,ベント,バック,2010.06.08,72,6985,77.8,141
4180,小千谷カントリークラブ,OUT,ベント,レギュラー,2010.06.08,IN,ベント,レギュラー,2010.06.08,72,6319,74.3,132
4181,小千谷カントリークラブ,OUT,ベント,フロント1,2010.06.08,IN,ベント,フロント1,2010.06.08,72,5973,72.5,127
4182,小千谷カントリークラブ,OUT,ベント,フロント2,2010.06.08,IN,ベント,フロント2,2010.06.08,72,5490,70.0,120
4183,柏崎カントリークラブ,佐渡,ベント,バック,2010.06.09,弥彦,ベント,バック,2010.06.09,72,6407,75.8,136
4184,柏崎カントリークラブ,佐渡,ベント,レギュラー,2010.06.09,弥彦,ベント,レギュラー,2010.06.09,72,6032,73.8,131
4185,柏崎カントリークラブ,佐渡,ベント,フロント1,2010.06.09,弥彦,ベント,フロント1,2010.06.09,72,5681,72.0,126
4186,柏崎カントリークラブ,佐渡,ベント,フロント2,2010.06.09,弥彦,ベント,フロント2,2010.06.09,72,5397,70.5,122
4187,柏崎カントリークラブ,弥彦,ベント,バック_,2010.06.09,米山,ベント,バック,2010.06.09,72,6557,76.8,138
4188,柏崎カントリークラブ,弥彦,ベント,レギュラー_,2010.06.09,米山,ベント,レギュラー,2010.06.09,72,6142,74.6,133
4189,柏崎カントリークラブ,弥彦,ベント,フロント1_,2010.06.09,米山,ベント,フロント1_,2010.06.09,72,5750,72.5,127
4190,柏崎カントリークラブ,弥彦,ベント,フロント2_,2010.06.09,米山,ベント,フロント2_,2010.06.09,72,5448,70.9,123
4191,柏崎カントリークラブ,米山,ベント,バック_,2010.06.09,佐渡,ベント,バック_,2010.06.09,72,6500,76.4,137
4192,柏崎カントリークラブ,米山,ベント,レギュラー,2010.06.09,佐渡,ベント,レギュラー_,2010.06.09,72,6160,74.6,133
4193,柏崎カントリークラブ,米山,ベント,フロント1,2010.06.09,佐渡,ベント,フロント1,2010.06.09,72,5743,72.4,127
4194,柏崎カントリークラブ,米山,ベント,フロント2,2010.06.09,佐渡,ベント,フロント2_,2010.06.09,72,5497,71.1,123
4195,櫛形ゴルフ倶楽部,OUT,ベント,バック,2014.05.30,IN,ベント,バック,2014.05.30,72,6699,78.4,142
4196,櫛形ゴルフ倶楽部,OUT,ベント,レギュラー,2014.05.30,IN,ベント,レギュラー,2014.05.30,72,6162,75.3,137
4197,櫛形ゴルフ倶楽部,OUT,ベント,レディース,2014.05.30,IN,ベント,レディース,2014.05.30,72,5375,70.8,126
4198,グリーンヒル長岡ゴルフ倶楽部,OUT,ベント,バック,2013.09.17,IN,ベント,バック,2013.09.17,72,6741,78.9,139
4199,グリーンヒル長岡ゴルフ倶楽部,OUT,ベント,レギュラー,2013.09.17,IN,ベント,レギュラー,2013.09.17,72,5899,74.1,131
4200,グリーンヒル長岡ゴルフ倶楽部,OUT,ベント,レディース,2013.09.17,IN,ベント,レディース,2013.09.17,72,4957,68.5,121
4201,ゴールド越後湯沢カントリークラブ,OUT,Main,バック,2009.10.29,IN,Main,バック,2009.10.29,72,6456,75.9,136
4202,ゴールド越後湯沢カントリークラブ,OUT,Main,レギュラー,2009.10.29,IN,Main,レギュラー,2009.10.29,72,5999,73.4,129
4203,ゴールド越後湯沢カントリークラブ,OUT,Sub,バック,2009.10.29,IN,Sub,バック,2009.10.29,72,6068,73.7,130
4204,ゴールド越後湯沢カントリークラブ,OUT,Sub,レギュラー,2009.10.29,IN,Sub,レギュラー,2009.10.29,72,5680,71.6,125
4205,笹神五頭ゴルフ倶楽部,五頭,ベント,バック,2018.04.25,阿賀,ベント,バック,2018.04.25,72,6316,76.7,136
4206,笹神五頭ゴルフ倶楽部,五頭,ベント,レギュラー,2018.04.25,阿賀,ベント,レギュラー,2018.04.25,72,5948,74.8,132
4207,笹神五頭ゴルフ倶楽部,五頭,ベント,レディース,2018.04.25,阿賀,ベント,レディース,2018.04.25,72,5525,73.3,129
4208,笹神五頭ゴルフ倶楽部,阿賀,ベント,バック,2018.04.25,白鳥,ベント,バック,2018.04.25,72,6371,76.1,134
4209,笹神五頭ゴルフ倶楽部,阿賀,ベント,レギュラー,2018.04.25,白鳥,ベント,レギュラー,2018.04.25,72,6009,74.3,130
4210,笹神五頭ゴルフ倶楽部,阿賀,ベント,レディース,2018.04.25,白鳥,ベント,レディース,2018.04.25,72,5558,72.8,126
4211,笹神五頭ゴルフ倶楽部,白鳥,ベント,バック,2018.04.25,五頭,ベント,バック,2018.04.25,72,6539,77.2,136
4212,笹神五頭ゴルフ倶楽部,白鳥,ベント,レギュラー,2018.04.25,五頭,ベント,レギュラー,2018.04.25,72,6245,75.7,132
4213,笹神五頭ゴルフ倶楽部,白鳥,ベント,レディース,2018.04.25,五頭,ベント,レディース,2018.04.25,72,5623,74.1,129
4214,紫雲ゴルフ倶楽部,飯豊OUT,ベント,バック,2021.11.18,飯豊イン,ベント,バック,2021.11.18,72,6847,79.1,138
4215,紫雲ゴルフ倶楽部,飯豊OUT,ベント,バック 2,2021.11.18,飯豊イン,ベント,バック 2,2021.11.18,72,6752,78.6,136
4216,紫雲ゴルフ倶楽部,飯豊OUT,ベント,レギュラー,2021.11.18,飯豊イン,ベント,レギュラー,2021.11.18,72,6334,76.3,131
4217,紫雲ゴルフ倶楽部,飯豊OUT,ベント,フロント,2021.11.18,飯豊イン,ベント,フロント,2021.11.18,72,5922,74.0,127
4218,紫雲ゴルフ倶楽部,飯豊OUT,ベント,レディース,2021.11.18,飯豊イン,ベント,レディース,2021.11.18,72,4999,68.9,116
4219,紫雲ゴルフ倶楽部,加治川OUT,ベント,バック,2021.11.19,加治川イン,ベント,バック,2021.11.19,72,6597,78.0,141
4220,紫雲ゴルフ倶楽部,加治川OUT,ベント,バック 2,2021.11.19,加治川イン,ベント,バック 2,2021.11.19,72,6577,77.9,140
4221,紫雲ゴルフ倶楽部,加治川OUT,ベント,レギュラー,2021.11.19,加治川イン,ベント,レギュラー,2021.11.19,72,6160,75.6,136
4222,紫雲ゴルフ倶楽部,加治川OUT,ベント,フロント,2021.11.19,加治川イン,ベント,フロント,2021.11.19,72,5756,73.4,131
4223,紫雲ゴルフ倶楽部,加治川OUT,ベント,レディース,2021.11.19,加治川イン,ベント,レディース,2021.11.19,72,5119,69.9,123
4224,下田城カントリー倶楽部,OUT,ベント,チャンピオン,2021.10.25,IN,ベント,チャンピオン,2021.10.25,72,7113,80.1,137
4225,下田城カントリー倶楽部,OUT,ベント,バック,2021.10.25,IN,ベント,バック,2021.10.25,72,6672,77.8,132
4226,下田城カントリー倶楽部,OUT,ベント,レギュラー,2021.10.25,IN,ベント,レギュラー,2021.10.25,72,6273,75.6,127
4227,下田城カントリー倶楽部,OUT,ベント,ロント,2021.10.25,IN,ベント,ロント,2021.10.25,72,4638,66.5,108
4228,新発田城カントリー倶楽部,OUT,ベント,バック,2010.12.08,IN,ベント,バック,2010.12.08,72,6727,77.5,140
4229,新発田城カントリー倶楽部,OUT,ベント,レギュラー,2010.12.08,IN,ベント,レギュラー,2010.12.08,72,6220,74.8,133
4230,新発田城カントリー倶楽部,OUT,ベント,フロント1,2010.12.08,IN,ベント,フロント1,2010.12.08,72,5917,73.3,129
4231,新発田城カントリー倶楽部,OUT,ベント,フロント2,2010.12.08,IN,ベント,フロント2,2010.12.08,72,5712,72.2,126
4232,胎内高原ゴルフ倶楽部,OUT,ベント,バック,2015.10.23,IN,ベント,バック,2015.10.23,72,6740,78.7,138
4233,胎内高原ゴルフ倶楽部,OUT,ベント,レギュラー,2015.10.23,IN,ベント,レギュラー,2015.10.23,72,6154,75.3,131
4234,胎内高原ゴルフ倶楽部,OUT,ベント,フロント1,2015.10.23,IN,ベント,フロント1,2015.10.23,72,5536,71.7,125
4235,大新潟カントリークラブ出雲崎コース,OUT,ベント,バック,2010.07.08,IN,ベント,バック,2010.07.08,72,6825,77.5,140
4236,大新潟カントリークラブ出雲崎コース,OUT,ベント,レギュラー,2010.07.08,IN,ベント,レギュラー,2010.07.08,72,6520,75.9,136
4237,大新潟カントリークラブ出雲崎コース,OUT,ベント,フロント1,2010.07.08,IN,ベント,フロント1,2010.07.08,72,6030,73.3,129
4238,大新潟カントリークラブ出雲崎コース,OUT,ベント,レディース,2010.07.08,IN,ベント,レディース,2010.07.08,72,5370,69.9,120
4239,大新潟カントリークラブ三条コース,OUT,ベント,バック1,2019.08.08,IN,ベント,バック1,2019.08.08,72,6774,79.4,140
4240,大新潟カントリークラブ三条コース,OUT,ベント,バック2,2019.08.08,IN,ベント,バック2,2019.08.08,72,6687,79.0,140
4241,大新潟カントリークラブ三条コース,OUT,ベント,レギュラー,2019.08.08,IN,ベント,レギュラー,2019.08.08,72,6464,77.5,138
4242,大新潟カントリークラブ三条コース,OUT,ベント,フロント1,2019.08.08,IN,ベント,フロント1,2019.08.08,72,6116,75.5,134
4243,大新潟カントリークラブ三条コース,OUT,ベント,フロント2,2019.08.08,IN,ベント,フロント2,2019.08.08,72,5460,72.0,128
4244,大新潟カントリークラブ三条コース,OUT,ベント,レディース,2019.08.08,IN,ベント,レディース,2019.08.08,72,4820,68.2,120
4245,十日町カントリークラブ,つつじ,ベント,青,2009.10.29,信濃,ベント,青_,2019.08.08,72,6752,77.4,140
4246,十日町カントリークラブ,つつじ,ベント,緑,2009.10.29,信濃,ベント,緑,2004.10.01,72,6334,75.2,134
4247,十日町カントリークラブ,つつじ,ベント,白,2009.10.29,信濃,ベント,白,2004.10.01,72,5938,73.1,129
4248,十日町カントリークラブ,つつじ,ベント,シルバー,2009.10.29,信濃,ベント,シルバー,2004.10.01,72,5596,71.3,124
4249,十日町カントリークラブ,つつじ,ベント,赤_,2009.10.29,信濃,ベント,赤_,2004.10.01,72,5102,69.0,117
4250,十日町カントリークラブ,信濃,ベント,青,2004.10.01,苗場,ベント,青,2009.10.29,72,6619,76.7,138
4251,十日町カントリークラブ,信濃,ベント,緑,2004.10.01,苗場,ベント,緑_,2009.10.29,72,6221,74.6,133
4252,十日町カントリークラブ,信濃,ベント,白,2004.10.01,苗場,ベント,白_,2009.10.29,72,5854,72.7,128
4253,十日町カントリークラブ,信濃,ベント,シルバー,2004.10.01,苗場,ベント,シルバー,2009.10.29,72,5523,71.0,123
4254,十日町カントリークラブ,信濃,ベント,赤,2004.10.01,苗場,ベント,赤_,2009.10.29,72,5023,68.7,117
4255,十日町カントリークラブ,苗場,ベント,青_,2004.10.01,つつじ,ベント,青,2009.10.29,72,6611,76.9,139
4256,十日町カントリークラブ,苗場,ベント,緑,2009.10.29,つつじ,ベント,緑,2009.10.29,72,6201,74.7,133
4257,十日町カントリークラブ,苗場,ベント,白,2009.10.29,つつじ,ベント,白_,2009.10.29,72,5816,72.7,128
4258,十日町カントリークラブ,苗場,ベント,シルバー_,2009.10.29,つつじ,ベント,シルバー_,2009.10.29,72,5517,71.1,123
4259,十日町カントリークラブ,苗場,ベント,赤,2009.10.29,つつじ,ベント,赤,2009.10.29,72,5003,68.8,117
4260,中条ゴルフ倶楽部,OUT,ベント,チャンピオン,2019.04.18,IN,ベント,チャンピオン,2019.04.18,72,7186,81.2,142
4261,中条ゴルフ倶楽部,OUT,ベント,バック,2019.04.18,IN,ベント,バック,2019.04.18,72,6642,78.1,137
4262,中条ゴルフ倶楽部,OUT,ベント,レギュラー,2019.04.18,IN,ベント,レギュラー,2019.04.18,72,6097,75.0,130
4263,中条ゴルフ倶楽部,OUT,ベント,フロント1,2019.04.18,IN,ベント,フロント1,2019.04.18,72,5458,71.4,122
4264,中条ゴルフ倶楽部,OUT,ベント,フロント2,2019.04.18,IN,ベント,フロント2,2019.04.18,72,5219,69.9,120
4265,中峰ゴルフ倶楽部,OUT,ベント,バック,2015.04.27,IN,ベント,バック,2015.04.27,72,7023,80.1,139
4266,中峰ゴルフ倶楽部,OUT,ベント,レギュラー,2015.04.27,IN,ベント,レギュラー,2015.04.27,72,6407,76.6,133
4267,中峰ゴルフ倶楽部,OUT,ベント,フロント,2015.04.27,IN,ベント,フロント,2015.04.27,72,5334,70.4,122
4268,長岡カントリー倶楽部,東,Main,バック_,2015.04.27,西,Main,バック,2010.05.24,72,6909,78.0,141
4269,長岡カントリー倶楽部,東,Main,レギュラー,2010.05.24,西,Main,レギュラー,2010.05.24,72,6520,76.0,136
